TRI_FACILITY_ID,V_TRI_FORM_R_COMP_EZ.FACILITY_NAME,V_TRI_FORM_R_COMP_EZ.EPA_REGISTRY_ID,V_TRI_FORM_R_COMP_EZ.STATE_ABBR,V_TRI_FORM_R_COMP_EZ.PRIMARY_NAICS_CODE,V_TRI_FORM_R_COMP_EZ.INDUSTRY_CODE,V_TRI_FORM_R_COMP_EZ.DOC_CTRL_NUM,V_TRI_FORM_R_COMP_EZ.CHEM_NAME,V_TRI_FORM_R_COMP_EZ.TRI_CHEM_ID,V_TRI_FORM_R_COMP_EZ.ELEMENTAL_METAL_INCLUDED,V_TRI_FORM_R_COMP_EZ.REPORTING_YEAR,V_TRI_FORM_R_COMP_EZ.TOTAL_ON_SITE_RELEASE,V_TRI_FORM_R_COMP_EZ.TOTAL_OFF_SITE_RELEASE,V_TRI_FORM_R_COMP_EZ.TOTAL_ON_OFF_SITE_RELEASE,V_TRI_FORM_R_COMP_EZ.AIR_TOTAL_RELEASE,V_TRI_FORM_R_COMP_EZ.FUGITIVE_TOT_REL,V_TRI_FORM_R_COMP_EZ.STACK_TOT_REL,V_TRI_FORM_R_COMP_EZ.WATER_TOTAL_RELEASE,V_TRI_FORM_R_COMP_EZ.WATER_BODY_NAME_1,V_TRI_FORM_R_COMP_EZ.WATER_RELEASE_1,V_TRI_FORM_R_COMP_EZ.WATER_BODY_NAME_2,V_TRI_FORM_R_COMP_EZ.WATER_RELEASE_2,V_TRI_FORM_R_COMP_EZ.WATER_BODY_NAME_3,V_TRI_FORM_R_COMP_EZ.WATER_RELEASE_3,V_TRI_FORM_R_COMP_EZ.LAND_TOTAL_RELEASE,V_TRI_FORM_R_COMP_EZ.RCRA_C_TOT_REL,V_TRI_FORM_R_COMP_EZ.OTH_LANDF_TOT_REL,V_TRI_FORM_R_COMP_EZ.SURF_IMP_TOT_REL,V_TRI_FORM_R_COMP_EZ.SRS_ID
80011RDYMX1532E,READY MIXED CONCRETE PLANT 12,110025331442,CO,327320,327,1319217992484,NITRATE COMPOUNDS,N511,N,2019,0,0,0,0,0,0,0,,,,,,,0,0,0,0,649616
80105SFTYK10855,CLEAN HARBORS DEER TRAIL LLC,110060947329,CO,562211,562,1319217972191,ZINC COMPOUNDS,N982,N,2019,"104,343",0,104343.11,6.11,5.9,0.21,0,FIRST CREEK,0,,,,,104337,104337,0,0,649699
80301SYNTX2075N,CORDEN PHARMA COLORADO INC,110000467281,CO,325411,325,1319218507046,METHYL TERT-BUTYL ETHER,1634044,N,2019,"3,700",0,3700,3700,1700,2000,0,BOULDER CREEK,0,,,,,0,0,0,0,89870
80022CNCDN5801B,SUNCOR ENERGY COMMERCE CITY REFINERY,110032913024,CO,324110,324,1319218259493,ETHYLBENZENE,100414,N,2019,743,144,887,743,258,485,0,SAND CREEK,0,,,,,0,0,0,0,19406
80216WNSCR5201F,OWENS CORNING ROOFING & ASPHALT LLC,110007350231,CO,324122,324,1319218482026,BENZO(G H I)PERYLENE,191242,N,2019,0,4.2,4.2,0,0,0,0,NA,0,,,,,0,0,0,0,40576
81625TRPPR65MIL,TRAPPER MINING INC,110008302522,CO,212111,2121,1319218207785,COPPER COMPOUNDS,N100,N,2019,"16,446",0,16446.44,5,5,0,14.44,JOHNSON GULCH,0,NO-NAME GULCH,0,EAST PYEATT GULCH,0,16427,0,16400,27,649491
81004CFSTL225CA,EVRAZ ROCKY MOUNTAIN STEEL,110000467833,CO,331110,331,1319217824352,LEAD COMPOUNDS,N420,N,2019,949,393.6,1342.6,802.3,250.7,551.6,146.7,ARKANSAS RIVER,146.7,,,,,0,0,0,0,650002
8110WTLFLS615ST,ALTA FUELS INC,110069310463,CO,424710,4247,1319218459749,XYLENE (MIXED ISOMERS),1330207,N,2019,33,0,33,33,0,33,0,NA,0,,,,,0,0,0,0,84970
80621GLDNL1405E,GOLDEN ALUMINUM,110000467539,CO,331315,331,1319218063358,ETHYLBENZENE,100414,N,2019,468,0,468,468,113,355,0,NA,0,,,,,0,0,0,0,19406
8150WMLTCH73123,MULTI-CHEM GROUP GRAND JUNCTION CO FACILITY,110045534409,CO,424690,4246,1319218086573,CERTAIN GLYCOL ETHERS,N230,N,2019,0,0,0,0,0,0,0,,,,,,,0,0,0,0,649541
80751STRLN45ANG,STERLING ETHANOL LLC,110022421912,CO,325193,325,1319217941083,ACROLEIN,107028,N,2019,0,0,0,0,0,0,0,,,,,,,0,0,0,0,24075
81639PBLCS12795,PUBLIC SERVICE CO OF COLORADO HAYDEN STATION,110012355281,CO,221112,2211,1319218084945,MANGANESE COMPOUNDS,N450,N,2019,"48,055",0,48054.5,54.5,2.5,52,0,NA,0,,,,,48000,0,48000,0,650010
80550FRNTR31375,FRONT RANGE ENERGY,110024579204,CO,325193,325,1319218307332,TOLUENE,108883,N,2019,0,0,0,0,0,0,0,,,,,,,0,0,0,0,25452
81505CLTTT2306H,MINOVA USA INC,110000600298,CO,325991,325,1319218194052,STYRENE,100425,N,2019,"1,900",19000,20900,1900,200,1700,0,NA,0,,,,,0,0,0,0,19414
80634LVLND14520,LOVELAND PRODUCTS,,CO,325320,325,1319218068029,AMMONIA,7664417,N,2019,21,0,21,21,21,0,0,NA,0,,,,,0,0,0,0,152389
80216SHLND156W5,NEXEO SOLUTIONS LLC,110000859438,CO,424690,4246,1319218519433,N-HEXANE,110543,N,2019,621,0,620.9924,620.9924,620.9924,0,0,NA,0,,,,,0,0,0,0,26740
8063WNLCCM2696T,NALCO COMPANY-GREELEY,110069290261,CO,424690,4246,1319218157600,METHANOL,67561,N,2019,0,0,0,0,0,0,0,,,,,,,0,0,0,0,4283
80403BLLPC4525I,BALL METAL BEVERAGE CONTAINER CORP,110000495330,CO,332431,332,1319217767413,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",7664939,N,2019,0,0,0,0,0,0,0,,,,,,,0,0,0,0,152405
80215CBSTR11308,TERUMO BCT STERILIZATION SERVICES INC,110041229694,CO,339112,339,1319217861499,ETHYLENE GLYCOL,107211,N,2019,0,0,0,0,0,0,0,NA,0,,,,,0,0,0,0,24257
80550VSTSB1114E,VESTAS BLADES AMERICA INC WINDSOR,110038894774,CO,333611,333,1319218029902,DIISOCYANATES,N120,N,2019,0,18150,18150,0,0,0,0,NA,0,,,,,0,0,0,0,649715
81007NTRST646NS,INTERSTATE CHEMICAL CO INC,110038278226,CO,424690,4246,1319217895046,1 2 4-TRIMETHYLBENZENE,95636,N,2019,20,0,19.7,19.7,8.9,10.8,0,NA,0,,,,,0,0,0,0,16261
8150WMLTCH73123,MULTI-CHEM GROUP GRAND JUNCTION CO FACILITY,110045534409,CO,424690,4246,1319218086561,TOLUENE,108883,N,2019,0,0,0,0,0,0,0,,,,,,,0,0,0,0,25452
80468CLMXM19302,CLIMAX MOLYBDENUM CO HENDERSON MILL,110000600190,CO,212299,2122,1319218102515,NICKEL,7440020,N,2019,"13,005",0,13005,5,5,0,0,NA,0,,,,,13000,0,0,13000,149674
8090WRCKYMHWY85,MARTIN MARIETTA - HWY 85 FACILITY,110038628027,CO,327320,327,1319218213546,POLYCYCLIC AROMATIC COMPOUNDS,N590,N,2019,1,0,0.7748,0.7748,0.4623,0.3125,0,NA,0,,,,,0,0,0,0,649749
81001BFGDR50WIL,GOODRICH CARBON OPERATIONS,110041165093,CO,336413,336,1319218516627,HYDROGEN CYANIDE,74908,N,2019,580,0.43,580.43,580,5,575,0,NA,0,,,,,0,0,0,0,5140
81006PBLCS2005L,PUBLIC SERVICE CO OF COLORADO COMANCHE STATION,110000467851,CO,221112,2211,1319218084616,POLYCYCLIC AROMATIC COMPOUNDS,N590,N,2019,4,0,3.981,3.981,0.271,3.71,0,OUTFALL 001,0,,,,,0,0,0,0,649749
80860CRPPL2755S,CRIPPLE CREEK & VICTOR GOLD MINING CO,110041971337,CO,212221,2122,1319218055806,CYANIDE COMPOUNDS,N106,N,2019,"13,140",0,13140,13140,13000,140,0,NA,0,,,,,0,0,0,0,649988
80301DTRCH5601N,DIETERICH STANDARD INC,110000467218,CO,334513,334,1319217761788,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),N090,N,2019,0,274,274,0,0,0,0,NA,0,,,,,0,0,0,0,649475
80403CFMRC16351,CF MAIER COMPOSITES INC,110022524142,CO,326199,326,1319217798317,STYRENE,100425,N,2019,"6,798",0,6798,6798,6798,0,0,NA,0,,,,,0,0,0,0,19414
80002NDLCH4711W,INDUSTRIAL CHEMICALS CORP,110000906495,CO,424690,4246,1319218207734,METHYL TERT-BUTYL ETHER,1634044,N,2019,0,0,0,0,0,0,0,,,,,,,0,0,0,0,89870
80022CNCDN5801B,SUNCOR ENERGY COMMERCE CITY REFINERY,110032913024,CO,324110,324,1319218259669,VANADIUM COMPOUNDS,N770,N,2019,54,0,54,38,0,38,16,SAND CREEK,16,,,,,0,0,0,0,755389
80105SFTYK10855,CLEAN HARBORS DEER TRAIL LLC,110060947329,CO,562211,562,1319217972203,MANGANESE,7439965,N,2019,"18,608",0,18608.09,1.09,1.05,0.04,0,FIRST CREEK,0,,,,,18607,18607,0,0,149625
80216SHLND156W5,NEXEO SOLUTIONS LLC,110000859438,CO,424690,4246,1319218519421,ETHYLENE GLYCOL,107211,N,2019,"1,084",2100.0001,3184.2389,1084.2388,1084.2388,0,0,NA,0,,,,,0,0,0,0,24257
81001SMMTP13THE,SUMMIT PRESSED BRICK & TILE CO,110010291692,CO,327120,327,1319218017743,BARIUM,7440393,N,2019,0,0,0,0,0,0,0,,,,,,,0,0,0,0,149997
81639PBLCS12795,PUBLIC SERVICE CO OF COLORADO HAYDEN STATION,110012355281,CO,221112,2211,1319218084869,VANADIUM COMPOUNDS,N770,N,2019,"20,027",0,20027.2,27.2,1.2,26,0,NA,0,,,,,20000,0,20000,0,755389
81004GCCRG3372L,GCC RIO GRANDE INC,110037262636,CO,327310,327,1319218370498,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),N090,N,2019,133,0,132.6,132.6,0.03,132.57,0,NA,0,,,,,0,0,0,0,649475
81001BFGDR50WIL,GOODRICH CARBON OPERATIONS,110041165093,CO,336413,336,1319218516654,TOLUENE,108883,N,2019,521,0.0096,521.0096,521,5,516,0,NA,0,,,,,0,0,0,0,25452
80022PHLLP3960E,PHILLIPS 66 CO DENVER TERMINAL,110000466638,CO,424710,4247,1319217824438,TOLUENE,108883,N,2019,"1,020",0,1020,1020,390,630,0,SAND CREEK,0,,,,,0,0,0,0,25452
80110BRDNN1325W,SOUTHERN FOODS GROUP LLC D/B/A MEADOW GOLD DAIRIES,110000495321,CO,311511,311,1319217882327,NITRIC ACID,7697372,N,2019,10,0,10,10,5,5,0,NA,0,,,,,0,0,0,0,152686
8110WTLFLS615ST,ALTA FUELS INC,110069310463,CO,424710,4247,1319218459737,TOLUENE,108883,N,2019,87,0,87,87,0,87,0,NA,0,,,,,0,0,0,0,25452
81001SHLND250WI,KMG ELECTRONIC CHEMICALS INC,110043786356,CO,325180,325,1319218494577,AMMONIA,7664417,N,2019,"1,870",2790,4660.21,1870.21,11.21,1859,0,NA,0,,,,,0,0,0,0,152389
80127MRTNM12257,LOCKHEED MARTIN SPACE,110000610429,CO,336414,336,1319218081053,LEAD,7439921,N,2019,410,42.3,452,0.4,0.2,0.2,3.9,SOUTH PLATTE RIVER,3.9,,,,,405.4,0,0,0,149583
81004GCCRG3372L,GCC RIO GRANDE INC,110037262636,CO,327310,327,1319218370637,ZINC COMPOUNDS,N982,N,2019,329,0,329.2,329.2,2.79,326.41,0,NA,0,,,,,0,0,0,0,649699
80631WSTRN13021,LEPRINO FOODS CO - GREELEY,110000467557,CO,311513,311,1319217948328,AMMONIA,7664417,N,2019,5,0,5,5,5,0,0,NA,0,,,,,0,0,0,0,152389
80011SRFRC18401,U.S. DOD USAF BUCKLEY AFB CO,110022521582,CO,928110,999,1319218244756,BENZENE,71432,N,2019,145,4,149,145,10,135,0,NA,0,,,,,0,0,0,0,4754
80104LFRGW309SG,MARTIN MARIETTA CASTLE ROCK READY MIX,110001430728,CO,327320,327,1319218213647,NITRATE COMPOUNDS,N511,N,2019,0,0,0,0,0,0,0,NA,0,,,,,0,0,0,0,649616
81626TRSTT2201R,TRI-STATE GENERATION & TRANSMISSION-CRAIG STATION,110041086393,CO,221112,2211,1319218014684,BARIUM COMPOUNDS,N040,N,2019,486,855000,855485.7,467,118,349,0,JOHNSON GULCH,0,,,,,18.7,0,0,18.7,649426
81626TRSTT2201R,TRI-STATE GENERATION & TRANSMISSION-CRAIG STATION,110041086393,CO,221112,2211,1319218014672,AMMONIA,7664417,N,2019,"10,946",0,10945.5,10900,10900,0,0,NA,0,,,,,45.5,0,20,25.5,152389
81006PBLCS2005L,PUBLIC SERVICE CO OF COLORADO COMANCHE STATION,110000467851,CO,221112,2211,1319218084539,BARIUM COMPOUNDS,N040,N,2019,"1,800,989",0,1800989,989,39,950,0,OUTFALL 001,0,,,,,1800000,0,1800000,0,649426
80540STHWS5134U,CEMEX CONSTRUCTION MATERIALS SOUTH LLC,110000467450,CO,327310,327,1319218508808,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),N090,N,2019,247,0,246.65,51.03,8.21,42.82,0.14,ST VRAIN CREEK,0.14,,,,,195.48,0,195.48,0,649475
80903MRTND700SC,COLORADO SPRINGS UTILITIES MARTIN DRAKE POWER PLANT,110009559637,CO,221112,2211,1319218372819,LEAD COMPOUNDS,N420,N,2019,15,350.1,364.8,5.7,0.2,5.5,0,FOUNTAIN CREEK,0,,,,,9,0,0,9,650002
8021WBSLTX49RAC,BASALITE,110040366804,CO,327331,327,1319217959648,MERCURY,7439976,N,2019,0,0,0,0,0,0,0,SOUTH PLATTE RIVER,0,,,,,0,0,0,0,149633
80751FRRBT219RI,CARGILL FEED & NUTRITION STERLING,110000497873,CO,311119,311,1319218364673,ZINC COMPOUNDS,N982,N,2019,0,0,0,0,0,0,0,,,,,,,0,0,0,0,649699
80549RWHDN2700E,RAWHIDE ENERGY STATION,110000607148,CO,221112,2211,1319217923945,COPPER COMPOUNDS,N100,N,2019,"11,078",0,11077.8,24.8,1,23.8,0,NA,0,,,,,11053,0,11053,0,649491
81007NTRST646NS,INTERSTATE CHEMICAL CO INC,110038278226,CO,424690,4246,1319217895123,METHANOL,67561,N,2019,"1,208",0,1208,1208,260,948,0,NA,0,,,,,0,0,0,0,4283
80401CRSCR6009T,COORSTEK,,CO,327110,327,1319217851827,MERCURY  and MERCURY COMPOUNDS,N458,Y,2019,3,16.5,19.3,2.8,0,2.8,0,NA,0,,,,,0,0,0,0,650028
81639PBLCS12795,PUBLIC SERVICE CO OF COLORADO HAYDEN STATION,110012355281,CO,221112,2211,1319218084895,HYDROGEN FLUORIDE,7664393,N,2019,"4,100",0,4100,4100,0,4100,0,NA,0,,,,,0,0,0,0,152371
80540STHWS5134U,CEMEX CONSTRUCTION MATERIALS SOUTH LLC,110000467450,CO,327310,327,1319218508822,MERCURY COMPOUNDS,N458,N,2019,12,0,12.21,11.12,0.02,11.1,0,ST VRAIN CREEK,0,,,,,1.09,0,1.09,0,650028
80216RLSTN4555Y,NESTLE PURINA PETCARE CO,110000467003,CO,311111,311,1319218075493,ZINC COMPOUNDS,N982,N,2019,0,27,27,0,0,0,0,NA,0,,,,,0,0,0,0,649699
8100WVSTST1TWER,VESTAS TOWERS AMERICA,110039573896,CO,332312,332,1319218050538,N-BUTYL ALCOHOL,71363,N,2019,"8,390",0,8390.3,8390.3,8026.46,363.84,0,NA,0,,,,,0,0,0,0,4739
80239MLHGH11100,MILE HIGH EQUIPMENT LLC,110000467209,CO,333415,333,1319217887443,MANGANESE  and MANGANESE COMPOUNDS,N450,Y,2019,0,0,0,0,0,0,0,NA,0,,,,,0,0,0,0,650010
80019MSTRC23655,ELKAY WOOD PRODUCTS CO,110030489077,CO,337110,337,1319218278859,TOLUENE,108883,N,2019,"9,148",0,9148,9148,2287,6861,0,NA,0,,,,,0,0,0,0,25452
8023WCHMST515PA,CHEMSTATION DENVER,110070070746,CO,325611,325,1319218410557,METHANOL,67561,N,2019,0,0,0,0,0,0,0,,,,,,,0,0,0,0,4283
8090WRCKYMHWY85,MARTIN MARIETTA - HWY 85 FACILITY,110038628027,CO,327320,327,1319218213460,BENZO(G H I)PERYLENE,191242,N,2019,0,0,0.01264,0.01264,0.00177,0.01087,0,NA,0,,,,,0,0,0,0,40576
8090WGGRGT444EC,AGGREGATE INDUSTRIES WCR INC CS-MAIN READY MIX PLANT,110001430586,CO,327320,327,1319218321053,LEAD COMPOUNDS,N420,N,2019,1,0,0.5,0.5,0.5,0,0,UNNAMED WATER BODY,0,,,,,0,0,0,0,650002
8023WFSTRV391JL,COLORADO SALT PRODUCTS LLC,110059361505,CO,325180,325,1319217853720,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",7647010,N,2019,30,0,30.1,30.1,5,25.1,0,NA,0,,,,,0,0,0,0,152231
80223GGRGT1751S,AGGREGATE INDUSTRIES WCR INC BANNOCK READY MIX PLANT,110022411567,CO,327320,327,1319217803131,LEAD  and LEAD COMPOUNDS,N420,Y,2019,0,0,0.1,0.1,0.1,0,0,SOUTH PLATTE RIVER,0,,,,,0,0,0,0,650002
8021WBSTWY591YR,BESTWAY CONCRETE CO-DENVER,110060259205,CO,327320,327,1319218561001,NITRATE COMPOUNDS,N511,N,2019,0,0,0,0,0,0,0,NA,0,,,,,0,0,0,0,649616
80125RVRVW8420W,AGGREGATE INDUSTRIES WCR INC RIVERVIEW READY MIX PLANT,110009562516,CO,327320,327,1319217805884,NITRATE COMPOUNDS,N511,N,2019,0,0,0,0,0,0,0,NA,0,,,,,0,0,0,0,649616
80534LVLND2593W,JOHNSTOWN READY MIX,110017650479,CO,327320,327,1319218505663,NITRATE COMPOUNDS,N511,N,2019,0,0,0,0,0,0,0,NA,0,,,,,0,0,0,0,649616
80201CHMRX10601,BASF CORP,110000522694,CO,325520,325,1319217638788,TOLUENE-2 4-DIISOCYANATE,584849,N,2019,3,0,3.3911,3.3911,3.25,0.1411,0,NA,0,,,,,0,0,0,0,55939
80301LFRGW5959V,MARTIN MARIETTA VALMONT READY MIX,110012702673,CO,327320,327,1319218213611,NITRATE COMPOUNDS,N511,N,2019,0,0,0,0,0,0,0,NA,0,,,,,0,0,0,0,649616
80002NDLCH4711W,INDUSTRIAL CHEMICALS CORP,110000906495,CO,424690,4246,1319218207722,CERTAIN GLYCOL ETHERS,N230,N,2019,0,0,0,0,0,0,0,,,,,,,0,0,0,0,649541
80701WSTRN18317,WESTERN SUGAR COOPERATIVE,110015762824,CO,311313,311,1319218492078,LEAD,7439921,N,2019,148,0,148.12,148,0,148,0,NA,0,,,,,0.12,0,0,0.12,149583
80549RWHDN2700E,RAWHIDE ENERGY STATION,110000607148,CO,221112,2211,1319217923933,CHLORINE,7782505,N,2019,"57,939",0,57939.2,178.2,6.2,172,0,NA,0,,,,,57761,0,57761,0,154328
80525LFRGW3000S,MARTIN MARIETTA RIGDEN READY MIX,110064162178,CO,327320,327,1319218213270,LEAD  and LEAD COMPOUNDS,N420,Y,2019,0,0,0.2526,0.2526,0,0.2526,0,NA,0,,,,,0,0,0,0,650002
80125LDCST8392R,OLDCASTLE PRECAST INC,110041098718,CO,327390,327,1319218058939,BARIUM COMPOUNDS,N040,N,2019,36,0,36,0,0,0,0,NA,0,,,,,36,0,0,36,649426
80701XCLCR1505E,CARGILL MEAT SOLUTIONS CORP,110000467637,CO,311611,311,1319217965336,AMMONIA,7664417,N,2019,"25,338",11903,37241,24738,24369,369,600,UNNAMED WATER BODY,600,,,,,0,0,0,0,152389
80525WDWRD1000E,WOODWARD INC,110000887933,CO,333618,333,1319218014316,CHROMIUM,7440473,N,2019,0,0.08,0.08,0,0,0,0,NA,0,,,,,0,0,0,0,150060
8042WCLMXMHIGHW,CLIMAX MOLYBDENUM CO-CLIMAX MINE,110046122851,CO,212299,2122,1319218063030,ARSENIC,7440382,N,2019,"27,000",0,27000,0,0,0,0,NA,0,,,,,27000,0,0,27000,149989
8150WHLLBR3199D,HALLIBURTON GRAND JUNCTION FIELD CAMP,,CO,424690,4246,1319218041248,CERTAIN GLYCOL ETHERS,N230,N,2019,0,0,0,0,0,0,0,,,,,,,0,0,0,0,649541
80913FRTCRCOMMA,US ARMY FORT CARSON (CANTONMENT),110000495367,CO,928110,999,1319217789825,NITROGLYCERIN,55630,N,2019,"29,249",0,29249,0,0,0,0,NA,0,,,,,29249,0,0,0,1941
8062WPLTTH3281R,PILOT THOMAS LOGISTICS - FORT LUPTON,110070069366,CO,424710,4247,1319218359432,ETHYLENE GLYCOL,107211,N,2019,0,0,0,0,0,0,0,NA,0,,,,,0,0,0,0,24257
80723PBLCS14940,PUBLIC SERVICE CO OF COLORADO PAWNEE STATION,110000600234,CO,221112,2211,1319218084402,VANADIUM COMPOUNDS,N770,N,2019,"23,025",26000,49024.5,24.5,0.5,24,0,NA,0,,,,,23000,0,23000,0,755389
80550FRNTR31375,FRONT RANGE ENERGY,110024579204,CO,325193,325,1319218307458,ACETALDEHYDE,75070,N,2019,"11,100",0,11100,11100,1224,9876,0,NA,0,,,,,0,0,0,0,5280
80621GLDNL1405E,GOLDEN ALUMINUM,110000467539,CO,331315,331,1319218063345,DIOXIN AND DIOXIN-LIKE COMPOUNDS,N150,N,2019,0,0.0012178,0.0012315,0.0000136,0.0000003,0.0000134,0,NA,0,,,,,0,0,0,0,755371
80403BLLPC4525I,BALL METAL BEVERAGE CONTAINER CORP,110000495330,CO,332431,332,1319217767324,CERTAIN GLYCOL ETHERS,N230,N,2019,"98,000",0,98000,98000,63000,35000,0,NA,0,,,,,0,0,0,0,649541
80022BYLSG4400E,AZZ GALVANIZING -DENVER,110000466585,CO,332812,332,1319217786944,LEAD,7439921,N,2019,0,0,0.066,0.066,0.066,0,0,NA,0,,,,,0,0,0,0,149583
8001WCLRDP2851W,COLORADO PAINT CO,,CO,325510,325,1319218141075,4 4'-ISOPROPYLIDENEDIPHENOL,80057,N,2019,0,0,0,0,0,0,0,NA,0,,,,,0,0,0,0,8110
80301NPRBT4884S,CORDEN PHARMA BOULDER,110022512805,CO,325411,325,1319218454650,DICHLOROMETHANE,75092,N,2019,500,250,750,500,250,250,0,BOULDER CREEK,0,,,,,0,0,0,0,5306
81626TRSTT2201R,TRI-STATE GENERATION & TRANSMISSION-CRAIG STATION,110041086393,CO,221112,2211,1319218014506,ZINC COMPOUNDS,N982,N,2019,925,23100,24024.69,923.44,3.44,920,0.83,JOHNSON GULCH,0.83,,,,,0.42,0,0,0.42,649699
80233FTRFM11020,ATLAS ROOFING CORP,110010291727,CO,326150,326,1319217919606,DIISOCYANATES,N120,N,2019,2,0,2,2,1,1,0,NA,0,,,,,0,0,0,0,649715
8042WCLMXMHIGHW,CLIMAX MOLYBDENUM CO-CLIMAX MINE,110046122851,CO,212299,2122,1319218063131,NITRATE COMPOUNDS,N511,N,2019,0,0,0,0,0,0,0,NA,0,,,,,0,0,0,0,649616
8001WMRTNM241PI,MARTIN MARIETTA - PICADILLY READY MIX,110038615406,CO,327320,327,1319218213508,NITRATE COMPOUNDS,N511,N,2019,0,0,0,0,0,0,0,NA,0,,,,,0,0,0,0,649616
80751STRLN45ANG,STERLING ETHANOL LLC,110022421912,CO,325193,325,1319217941119,METHANOL,67561,N,2019,560,0,560,560,98,462,0,NA,0,,,,,0,0,0,0,4283
80550FRNTR31375,FRONT RANGE ENERGY,110024579204,CO,325193,325,1319218307383,CYCLOHEXANE,110827,N,2019,49,0,48.9,48.9,28.2,20.7,0,NA,0,,,,,0,0,0,0,27003
80640SNCLR8581E,SINCLAIR DENVER PRODUCTS TERMINAL,110000467600,CO,424710,4247,1319218093490,BENZENE,71432,N,2019,"1,000",0,1000,1000,250,750,0,NA,0,,,,,0,0,0,0,4754
8090WRCKYM2725C,MARTIN MARIETTA - CAPITAL FACILITY,110001966141,CO,327320,327,1319218213573,BENZO(G H I)PERYLENE,191242,N,2019,0,0,0.0149,0.0149,0.0021,0.0128,0,NA,0,,,,,0,0,0,0,40576
80525GLNTT4380S,AVAGO TECHNOLOGIES INC FORT COLLINS COLORADO,110008062577,CO,334413,334,1319217893597,COPPER COMPOUNDS,N100,N,2019,2,68,70,2,1,1,0,NA,0,,,,,0,0,0,0,649491
8052WDVNCD2424M,ADVANCED ENERGY INDUSTRIES INC,110039498013,CO,335999,335,1319218213268,LEAD,7439921,N,2019,0,0,0,0,0,0,0,NA,0,,,,,0,0,0,0,149583
80216KBPCL3600E,KBP COIL COATERS INC,110011372647,CO,332812,332,1319217955071,XYLENE (MIXED ISOMERS),1330207,N,2019,18,0,18,18,0,18,0,NA,0,,,,,0,0,0,0,84970
81424TRSTT30739,TRI-STATE GENERATION & TRANSMISSION-NUCLA STATION,110000467931,CO,221112,2211,1319218014482,LEAD  and LEAD COMPOUNDS,N420,Y,2019,1,1320,1321.335,1.335,1.23,0.105,0,SAN MIGUEL RIVER,0,,,,,0,0,0,0,650002
80525GLNTT4380S,AVAGO TECHNOLOGIES INC FORT COLLINS COLORADO,110008062577,CO,334413,334,1319217893611,HYDROGEN FLUORIDE,7664393,N,2019,"1,454",5033,6487,1454,21,1433,0,NA,0,,,,,0,0,0,0,152371
80223GGRGT1751S,AGGREGATE INDUSTRIES WCR INC BANNOCK READY MIX PLANT,110022411567,CO,327320,327,1319217803307,NITRATE COMPOUNDS,N511,N,2019,0,0,0,0,0,0,0,NA,0,,,,,0,0,0,0,649616
80002NDLCH4711W,INDUSTRIAL CHEMICALS CORP,110000906495,CO,424690,4246,1319218207672,TOLUENE,108883,N,2019,708,0,708,708,312,396,0,NA,0,,,,,0,0,0,0,25452
80002FRNTR6155W,ADVANCED SURFACE TECHNOLOGIES INC,110001728710,CO,332813,332,1319218036174,NITRIC ACID,7697372,N,2019,799,30500,31299,799,200,599,0,NA,0,,,,,0,0,0,0,152686
80913FRTCRCOMMA,US ARMY FORT CARSON (CANTONMENT),110000495367,CO,928110,999,1319217789799,LEAD  and LEAD COMPOUNDS,N420,Y,2019,"83,111",0,83111,858,858,0,0,NA,0,,,,,82253,0,0,0,650002
80110MRCNS1600W,AMERICAN STAINLESS STEEL CORP,110000466727,CO,332322,332,1319218487039,PHOSPHORUS (YELLOW OR WHITE),7723140,N,2019,0,0,0,0,0,0,0,NA,0,,,,,0,0,0,0,153049
80621GLDNL1405E,GOLDEN ALUMINUM,110000467539,CO,331315,331,1319218063396,N-BUTYL ALCOHOL,71363,N,2019,819,0,819,819,203,616,0,NA,0,,,,,0,0,0,0,4739
80020HNTRDNEDUE,HUNTER DOUGLAS WINDOW FASHIONS INC,110011683776,CO,337920,337,1319218106666,DIISOCYANATES,N120,N,2019,0,2836.06,2836.33,0.27,0.27,0,0,NA,0,,,,,0,0,0,0,649715
80631MNFRT100NO,SWIFT BEEF CO,110037942616,CO,311611,311,1319218467429,AMMONIA,7664417,N,2019,"10,551",0,10551,10551,10001,550,0,NA,0,,,,,0,0,0,0,152389
81006PBLCS2005L,PUBLIC SERVICE CO OF COLORADO COMANCHE STATION,110000467851,CO,221112,2211,1319218084628,COPPER COMPOUNDS,N100,N,2019,"72,162",0,72161.6,161.6,1.6,160,0,OUTFALL 001,0,,,,,72000,0,72000,0,649491
80301NPRBT4884S,CORDEN PHARMA BOULDER,110022512805,CO,325411,325,1319218454662,METHANOL,67561,N,2019,"1,950",0,1950,1950,250,1700,0,BOULDER CREEK,0,,,,,0,0,0,0,4283
