TRI_FACILITY_ID,V_TRI_FORM_R_COMP_EZ.FACILITY_NAME,V_TRI_FORM_R_COMP_EZ.EPA_REGISTRY_ID,V_TRI_FORM_R_COMP_EZ.STATE_ABBR,V_TRI_FORM_R_COMP_EZ.PRIMARY_NAICS_CODE,V_TRI_FORM_R_COMP_EZ.INDUSTRY_CODE,V_TRI_FORM_R_COMP_EZ.DOC_CTRL_NUM,V_TRI_FORM_R_COMP_EZ.CHEM_NAME,V_TRI_FORM_R_COMP_EZ.TRI_CHEM_ID,V_TRI_FORM_R_COMP_EZ.ELEMENTAL_METAL_INCLUDED,V_TRI_FORM_R_COMP_EZ.REPORTING_YEAR,V_TRI_FORM_R_COMP_EZ.TOTAL_ON_SITE_RELEASE,V_TRI_FORM_R_COMP_EZ.TOTAL_OFF_SITE_RELEASE,V_TRI_FORM_R_COMP_EZ.TOTAL_ON_OFF_SITE_RELEASE,V_TRI_FORM_R_COMP_EZ.AIR_TOTAL_RELEASE,V_TRI_FORM_R_COMP_EZ.FUGITIVE_TOT_REL,V_TRI_FORM_R_COMP_EZ.STACK_TOT_REL,V_TRI_FORM_R_COMP_EZ.WATER_TOTAL_RELEASE,V_TRI_FORM_R_COMP_EZ.WATER_BODY_NAME_1,V_TRI_FORM_R_COMP_EZ.WATER_RELEASE_1,V_TRI_FORM_R_COMP_EZ.WATER_BODY_NAME_2,V_TRI_FORM_R_COMP_EZ.WATER_RELEASE_2,V_TRI_FORM_R_COMP_EZ.WATER_BODY_NAME_3,V_TRI_FORM_R_COMP_EZ.WATER_RELEASE_3,V_TRI_FORM_R_COMP_EZ.LAND_TOTAL_RELEASE,V_TRI_FORM_R_COMP_EZ.RCRA_C_TOT_REL,V_TRI_FORM_R_COMP_EZ.OTH_LANDF_TOT_REL,V_TRI_FORM_R_COMP_EZ.SURF_IMP_TOT_REL,V_TRI_FORM_R_COMP_EZ.SRS_ID
80022CNCDN5801B,SUNCOR ENERGY COMMERCE CITY REFINERY,110032913024,CO,324110,324,1319218259618,NITRATE COMPOUNDS,N511,N,2019,"9,766",0,9766,0,0,0,9766,SAND CREEK,9766,,,,,0,0,0,0,649616
8062WPLTTH3281R,PILOT THOMAS LOGISTICS - FORT LUPTON,110070069366,CO,424710,4247,1319218359420,1 2 4-TRIMETHYLBENZENE,95636,N,2019,0,0,0.4,0.4,0.1,0.3,0,NA,0,,,,,0,0,0,0,16261
8100WSRMYP45825,US ARMY PUEBLO CHEMICAL DEPOT,110000912665,CO,928110,999,1319217836461,MUSTARD GAS,505602,N,2019,0,0,0,0,0,0,0,NA,0,,,,,0,0,0,0,48850
81639PBLCS12795,PUBLIC SERVICE CO OF COLORADO HAYDEN STATION,110012355281,CO,221112,2211,1319218084857,BARIUM COMPOUNDS,N040,N,2019,"870,249",0,870249,249,49,200,0,NA,0,,,,,870000,0,870000,0,649426
80640DLTRC9155B,CRYSTAL PACKAGING INC,110000467575,CO,325998,325,1319218184885,METHANOL,67561,N,2019,"1,000",0,1000,1000,750,250,0,NA,0,,,,,0,0,0,0,4283
80022CNCDN5801B,SUNCOR ENERGY COMMERCE CITY REFINERY,110032913024,CO,324110,324,1319218259543,MERCURY COMPOUNDS,N458,N,2019,4,2.4792,6.0302,3.49,0.32,3.17,0.061,SAND CREEK,0.061,,,,,0,0,0,0,650028
80651BTTRB45NFR,JD HEISKELL & CO,110031018262,CO,311119,311,1319218073260,MANGANESE COMPOUNDS,N450,N,2019,0,0,0,0,0,0,0,,,,,,,0,0,0,0,650010
80723PBLCS14940,PUBLIC SERVICE CO OF COLORADO PAWNEE STATION,110000600234,CO,221112,2211,1319218084414,MERCURY COMPOUNDS,N458,N,2019,140,0,140.1032,16.1032,0.0032,16.1,0,NA,0,,,,,124,0,124,0,650028
80504GGRGT114E3,AGGREGATE INDUSTRIES WCR INC SAND CREEK READY MIX PLANT,110022411013,CO,327320,327,1319217805934,LEAD  and LEAD COMPOUNDS,N420,Y,2019,0,0,0.2,0.2,0.2,0,0,NA,0,,,,,0,0,0,0,650002
8063WNLCCM2696T,NALCO COMPANY-GREELEY,110069290261,CO,424690,4246,1319218157624,XYLENE (MIXED ISOMERS),1330207,N,2019,42,0,41.7,41.7,36.7,5,0,NA,0,,,,,0,0,0,0,84970
8012WMRTNM9511T,MARTIN MARIETTA TITAN READY MIX,110060257902,CO,327320,327,1319218213472,LEAD  and LEAD COMPOUNDS,N420,Y,2019,0,0,0.1912,0.1912,0,0.1912,0,NA,0,,,,,0,0,0,0,650002
81004GCCRG3372L,GCC RIO GRANDE INC,110037262636,CO,327310,327,1319218370474,BARIUM COMPOUNDS,N040,N,2019,491,0,491.23,491.23,1.36,489.87,0,NA,0,,,,,0,0,0,0,649426
80537LLWTH715DE,ALLWEATER WOOD LLC,110002135939,CO,321114,321,1319217793431,SODIUM NITRITE,7632000,N,2019,0,0,0,0,0,0,0,,,,,,,0,0,0,0,152058
80301SYNTX2075N,CORDEN PHARMA COLORADO INC,110000467281,CO,325411,325,1319218507008,ACETONITRILE,75058,N,2019,"8,700",255,8955,8700,2800,5900,0,BOULDER CREEK,0,,,,,0,0,0,0,5272
80551KDKCLCOUNT,KODAK ALARIS COLORADO,110000467502,CO,325992,325,1319217874407,METHANOL,67561,N,2019,"13,581",0,13581,13581,5552,8029,0,NA,0,,,,,0,0,0,0,4283
80542BLDRS5983R,BOULDER SCIENTIFIC CO LLC - MEAD FACILITY,110000467469,CO,325199,325,1319217662257,METHANOL,67561,N,2019,"13,341",0,13340.7,13340.7,31.7,13309,0,NA,0,,,,,0,0,0,0,4283
8055WHXCLW31815,HEXCEL CORP,110038895283,CO,325211,325,1319218240291,DIURON,330541,N,2019,250,0,250,250,250,0,0,NA,0,,,,,0,0,0,0,42606
80542BLDRS5983R,BOULDER SCIENTIFIC CO LLC - MEAD FACILITY,110000467469,CO,325199,325,1319217662269,N-HEXANE,110543,N,2019,"5,768",0,5767.7,5767.7,281.7,5486,0,NA,0,,,,,0,0,0,0,26740
80640SNCLR8581E,SINCLAIR DENVER PRODUCTS TERMINAL,110000467600,CO,424710,4247,1319218093577,XYLENE (MIXED ISOMERS),1330207,N,2019,"1,000",0,1000,1000,250,750,0,NA,0,,,,,0,0,0,0,84970
81503CLRDC56924,TOTAL PETROCHEMICALS & REFINING USA INC (TOTAL CRAY VALLEY),110007237533,CO,325212,325,1319218118305,TOLUENE,108883,N,2019,"6,632",0,6632,6632,400,6232,0,COLORADO RIVER,0,,,,,0,0,0,0,25452
80817RYNXN14020,COLORADO SPRINGS UTILITIES RAY NIXON POWER PLANT,110000467646,CO,221112,2211,1319218420420,CHLORINE,7782505,N,2019,0,0,0,0,0,0,0,,,,,,,0,0,0,0,154328
80723PBLCS14940,PUBLIC SERVICE CO OF COLORADO PAWNEE STATION,110000600234,CO,221112,2211,1319218084453,BARIUM COMPOUNDS,N040,N,2019,"730,174",0,730174,174,14,160,0,NA,0,,,,,730000,0,730000,0,649426
81006PBLCS2005L,PUBLIC SERVICE CO OF COLORADO COMANCHE STATION,110000467851,CO,221112,2211,1319218084667,MANGANESE COMPOUNDS,N450,N,2019,"85,192",0,85192.1,192.1,2.1,190,0,OUTFALL 001,0,,,,,85000,0,85000,0,650010
80640DLTRC9155B,CRYSTAL PACKAGING INC,110000467575,CO,325998,325,1319218184909,ZINC COMPOUNDS,N982,N,2019,650,0,650,650,100,550,0,NA,0,,,,,0,0,0,0,649699
80216WRGHT4245E,WRIGHT & MCGILL CO,110000467076,CO,339920,339,1319217768047,NITRATE COMPOUNDS,N511,N,2019,0,3554.9,3554.9,0,0,0,0,NA,0,,,,,0,0,0,0,649616
8060WCMCCT455ID,CMC REBAR BRIGHTON,110043671238,CO,332312,332,1319218230908,NICKEL COMPOUNDS,N495,N,2019,0,0,0,0,0,0,0,,,,,,,0,0,0,0,650036
80216CBTCN5301N,COBITCO INC,110000859526,CO,324121,324,1319217797240,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",7647010,N,2019,0,0,0,0,0,0,0,,,,,,,0,0,0,0,152231
80549RWHDN2700E,RAWHIDE ENERGY STATION,110000607148,CO,221112,2211,1319217923869,HYDROGEN FLUORIDE,7664393,N,2019,678,0,678,678,0,678,0,NA,0,,,,,0,0,0,0,152371
80723PBLCS14940,PUBLIC SERVICE CO OF COLORADO PAWNEE STATION,110000600234,CO,221112,2211,1319218084440,POLYCYCLIC AROMATIC COMPOUNDS,N590,N,2019,2,0,1.503,1.503,0.373,1.13,0,NA,0,,,,,0,0,0,0,649749
80233FTRFM11020,ATLAS ROOFING CORP,110010291727,CO,326150,326,1319217919594,N-METHYL-2-PYRROLIDONE,872504,N,2019,0,0,0,0,0,0,0,NA,0,,,,,0,0,0,0,72744
80110STLLM373SK,STOLLE MACHINERYCO ENGLEWOOD,110002992129,CO,333517,333,1319218414744,COPPER,7440508,N,2019,0,0,0,0,0,0,0,NA,0,,,,,0,0,0,0,150086
80542BLDRS5983R,BOULDER SCIENTIFIC CO LLC - MEAD FACILITY,110000467469,CO,325199,325,1319217662232,CHLOROBENZENE,108907,N,2019,3,0,2.9,2.9,0.1,2.8,0,NA,0,,,,,0,0,0,0,25478
80817RYNXN14020,COLORADO SPRINGS UTILITIES RAY NIXON POWER PLANT,110000467646,CO,221112,2211,1319218420483,VANADIUM COMPOUNDS,N770,N,2019,"8,058",0,8057.6,58.5,0.5,58,0,NA,0,,,,,7999.1,0,7997,2.1,755389
80022CNCDN5801B,SUNCOR ENERGY COMMERCE CITY REFINERY,110032913024,CO,324110,324,1319218259430,BENZO(G H I)PERYLENE,191242,N,2019,0,0,0.1201,0.1201,0.0598,0.0603,0,SAND CREEK,0,,,,,0,0,0,0,40576
80549RWHDN2700E,RAWHIDE ENERGY STATION,110000607148,CO,221112,2211,1319217923844,DIOXIN AND DIOXIN-LIKE COMPOUNDS,N150,N,2019,0,0,0.0008159,0.0008159,0,0.0008159,0,NA,0,,,,,0,0,0,0,755371
80204NTDST320WE,US DEPARTMENT OF THE TREASURY US MINT DENVER,110000466816,CO,332119,332,1319218012906,MANGANESE,7439965,N,2019,0,864.6,864.6,0,0,0,0,NA,0,,,,,0,0,0,0,149625
80239MLHGH11100,MILE HIGH EQUIPMENT LLC,110000467209,CO,333415,333,1319217887429,NICKEL  and NICKEL COMPOUNDS,N495,Y,2019,0,0,0,0,0,0,0,NA,0,,,,,0,0,0,0,650036
80011SRFRC18401,U.S. DOD USAF BUCKLEY AFB CO,110022521582,CO,928110,999,1319218244782,XYLENE (MIXED ISOMERS),1330207,N,2019,34,583,617,34,3,31,0,NA,0,,,,,0,0,0,0,84970
80022BYLSG4400E,AZZ GALVANIZING -DENVER,110000466585,CO,332812,332,1319217786969,ZINC COMPOUNDS,N982,N,2019,"1,491",5707.65,7198.65,1491,1491,0,0,NA,0,,,,,0,0,0,0,649699
80301MKSNS5330S,MKS INSTRUMENTS INC HPS PRO DUCTS DIV,110000467245,CO,332999,332,1319217908348,NICKEL,7440020,N,2019,0,0,0,0,0,0,0,NA,0,,,,,0,0,0,0,149674
81004GCCRG3372L,GCC RIO GRANDE INC,110037262636,CO,327310,327,1319218370524,COPPER COMPOUNDS,N100,N,2019,"5,022",0,5022.3,5022.3,0.23,5022.07,0,NA,0,,,,,0,0,0,0,649491
8150WFRTRR2311R,FORTERRA PRECAST CONCEPTS INC,110070071329,CO,327390,327,1319218187300,LEAD,7439921,N,2019,0,0,0.051955,0.051955,0.050217,0.001738,0,NA,0,,,,,0,0,0,0,149583
8062WBSTWY12367,BESTWAY CONCRETE CO - FT LUPTON,110070253837,CO,327320,327,1319217696893,NITRATE COMPOUNDS,N511,N,2019,0,0,0,0,0,0,0,NA,0,,,,,0,0,0,0,649616
81226HLNMN3500S,HOLCIM (US) INC PORTLAND PLANT,110000600289,CO,327310,327,1319217825607,LEAD  and LEAD COMPOUNDS,N420,Y,2019,"4,795",0,4795.42,45.42,2.23,43.19,0,NA,0,,,,,4750,0,4750,0,650002
8023WCHMST515PA,CHEMSTATION DENVER,110070070746,CO,325611,325,1319218410544,CERTAIN GLYCOL ETHERS,N230,N,2019,0,0,0,0,0,0,0,,,,,,,0,0,0,0,649541
80640PRNML9200E,LAND O'LAKES PURINA FEED LLC - DENVER,110000467593,CO,311119,311,1319217625072,ZINC COMPOUNDS,N982,N,2019,0,0,0,0,0,0,0,,,,,,,0,0,0,0,649699
80501MNSCR1861L,MATHESON TRIGAS LONGMONT CO BRANCH,110002446835,CO,325180,325,1319218120879,HYDROGEN FLUORIDE,7664393,N,2019,2,0,2.09,2.09,0,2.09,0,NA,0,,,,,0,0,0,0,152371
80468CLMXM19302,CLIMAX MOLYBDENUM CO HENDERSON MILL,110000600190,CO,212299,2122,1319218102794,ETHYLENE GLYCOL,107211,N,2019,"26,600",0,26600,2600,2600,0,0,NA,0,,,,,24000,0,0,0,24257
8060WRCKYM975US,MARTIN MARIETTA BRIGHTON READY MIX,110002436793,CO,327320,327,1319218213445,NITRATE COMPOUNDS,N511,N,2019,0,0,0,0,0,0,0,NA,0,,,,,0,0,0,0,649616
80216KPPRS5601F,KOPPERS INC (DENVER CO),110013817325,CO,321114,321,1319217838426,BENZO(G H I)PERYLENE,191242,N,2019,0,0,0,0,0,0,0,OPEN DITCH TRIBUTARY TO PLATTE RIVER,0,,,,,0,0,0,0,40576
80542BLDRS5983R,BOULDER SCIENTIFIC CO LLC - MEAD FACILITY,110000467469,CO,325199,325,1319217662244,DICHLOROMETHANE,75092,N,2019,144,0,144.1,144.1,63.1,81,0,NA,0,,,,,0,0,0,0,5306
80201CHMRX10601,BASF CORP,110000522694,CO,325520,325,1319217638764,1 2 4-TRIMETHYLBENZENE,95636,N,2019,"5,574",0,5574.04,5574.04,5297.1,276.94,0,NA,0,,,,,0,0,0,0,16261
80022PHLLP3960E,PHILLIPS 66 CO DENVER TERMINAL,110000466638,CO,424710,4247,1319217824275,1 2 4-TRIMETHYLBENZENE,95636,N,2019,223,0,223,223,83,140,0,SAND CREEK,0,,,,,0,0,0,0,16261
81004GCCRG3372L,GCC RIO GRANDE INC,110037262636,CO,327310,327,1319218370601,SILVER COMPOUNDS,N740,N,2019,4,0,4.49,4.49,0.07,4.42,0,NA,0,,,,,0,0,0,0,761312
80916NCRMD1635A,DPIX LLC,110000467780,CO,334413,334,1319217742117,CERTAIN GLYCOL ETHERS,N230,N,2019,"1,000",0,1000,1000,750,250,0,NA,0,,,,,0,0,0,0,649541
8063WNLCCM2696T,NALCO COMPANY-GREELEY,110069290261,CO,424690,4246,1319218157550,ZINC COMPOUNDS,N982,N,2019,0,0,0,0,0,0,0,,,,,,,0,0,0,0,649699
80642CHMCLHUDSO,CHEMICAL & METAL INDUSTRIES INC,110012141798,CO,325180,325,1319217635578,CHLORINE,7782505,N,2019,0,0,0,0,0,0,0,,,,,,,0,0,0,0,154328
80239MLHGH11100,MILE HIGH EQUIPMENT LLC,110000467209,CO,333415,333,1319217887405,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),N090,Y,2019,0,0,0,0,0,0,0,NA,0,,,,,0,0,0,0,649475
80701WSTRN18317,WESTERN SUGAR COOPERATIVE,110015762824,CO,311313,311,1319218492066,AMMONIA,7664417,N,2019,"80,561",0,80561,78485,1646,76839,0,NA,0,,,,,2076,0,0,2076,152389
8050WGLNTP751EA,AGILENT APOTHECARY,,CO,325412,325,1319218144525,TOLUENE,108883,N,2019,330,0.000624,330.200624,330.2,75,255.2,0,NA,0,,,,,0,0,0,0,25452
81002HRSHC11HAR,HARSCO METALS - PUEBLO,110038034132,CO,327992,327,1319217984691,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),N090,N,2019,317,0,317,317,317,0,0,NA,0,,,,,0,0,0,0,649475
80022PHLLP3960E,PHILLIPS 66 CO DENVER TERMINAL,110000466638,CO,424710,4247,1319217824364,ETHYLBENZENE,100414,N,2019,102,0,102,102,55,47,0,SAND CREEK,0,,,,,0,0,0,0,19406
81007NTRST646NS,INTERSTATE CHEMICAL CO INC,110038278226,CO,424690,4246,1319217895109,ETHYLENE GLYCOL,107211,N,2019,43,0,43,43,18,25,0,NA,0,,,,,0,0,0,0,24257
8042WCLMXMHIGHW,CLIMAX MOLYBDENUM CO-CLIMAX MINE,110046122851,CO,212299,2122,1319218063042,CHROMIUM,7440473,N,2019,"110,000",0,110000,0,0,0,0,NA,0,,,,,110000,0,0,110000,150060
81625TRPPR65MIL,TRAPPER MINING INC,110008302522,CO,212111,2121,1319218207811,MERCURY COMPOUNDS,N458,N,2019,144,0,144.286,0.03,0.03,0,0.096,JOHNSON GULCH,0.007,NO-NAME GULCH,0.023,EAST PYEATT GULCH,0.018,144.16,0,144,0.16,650028
80723PBLCS14940,PUBLIC SERVICE CO OF COLORADO PAWNEE STATION,110000600234,CO,221112,2211,1319218084426,LEAD COMPOUNDS,N420,N,2019,"4,051",175,4226.3888,11.3888,0.0888,11.3,0,NA,0,,,,,4040,0,4040,0,650002
8100WGGRGT2596E,AGGREGATE INDUSTRIES WCR INC PUEBLO EAST READY MIX PLANT,110070554827,CO,327320,327,1319218321216,LEAD COMPOUNDS,N420,N,2019,0,0,0.1,0.1,0.1,0,0,UNNAMED WATER BODY,0,,,,,0,0,0,0,650002
80601SSHCN10300,SASHCO INC,110000467520,CO,325520,325,1319218212595,ETHYLENE GLYCOL,107211,N,2019,38,3193,3231,38,38,0,0,NA,0,,,,,0,0,0,0,24257
8055WHXCLW31815,HEXCEL CORP,110038895283,CO,325211,325,1319218240303,N-METHYL-2-PYRROLIDONE,872504,N,2019,0,0,0,0,0,0,0,NA,0,,,,,0,0,0,0,72744
8062WPLTTH3281R,PILOT THOMAS LOGISTICS - FORT LUPTON,110070069366,CO,424710,4247,1319218359444,N-HEXANE,110543,N,2019,11,0,11.1,11.1,3.5,7.6,0,NA,0,,,,,0,0,0,0,26740
80751STRLN45ANG,STERLING ETHANOL LLC,110022421912,CO,325193,325,1319217941107,FORMALDEHYDE,50000,N,2019,0,0,0,0,0,0,0,,,,,,,0,0,0,0,1008
80022PHLLP3960E,PHILLIPS 66 CO DENVER TERMINAL,110000466638,CO,424710,4247,1319217824349,CUMENE,98828,N,2019,24,0,24,24,16,8,0,SAND CREEK,0,,,,,0,0,0,0,18309
81626TRSTT2201R,TRI-STATE GENERATION & TRANSMISSION-CRAIG STATION,110041086393,CO,221112,2211,1319218014658,LEAD,7439921,N,2019,0,128,128,0,0,0,0,JOHNSON GULCH,0,,,,,0,0,0,0,149583
80204LFRGW1151Q,MARTIN MARIETTA - QUIVAS READY MIX,110001428848,CO,327320,327,1319218213306,LEAD  and LEAD COMPOUNDS,N420,Y,2019,0,0,0.2387,0.2387,0,0.2387,0,NA,0,,,,,0,0,0,0,650002
80401LFRGW1841W,MARTIN MARIETTA SPEC AGG,110064235073,CO,327320,327,1319218213383,POLYCYCLIC AROMATIC COMPOUNDS,N590,N,2019,3,0,2.7518,2.7518,1.642,1.1098,0,NA,0,,,,,0,0,0,0,649749
80216VNCBR38W62,VANCE BROTHERS INC,110043694785,CO,324121,324,1319217921194,NAPHTHALENE,91203,N,2019,0,0,0,0,0,0,0,,,,,,,0,0,0,0,13326
80022PHLLP3960E,PHILLIPS 66 CO DENVER TERMINAL,110000466638,CO,424710,4247,1319217824325,CERTAIN GLYCOL ETHERS,N230,N,2019,1,0,1,1,0,1,0,SAND CREEK,0,,,,,0,0,0,0,649541
80216FPLYM46HLL,EFI POLYMERS,110018871639,CO,325991,325,1319217833589,DIISOCYANATES,N120,N,2019,0,0,0,0,0,0,0,,,,,,,0,0,0,0,649715
80022CNCDN5801B,SUNCOR ENERGY COMMERCE CITY REFINERY,110032913024,CO,324110,324,1319218259416,AMMONIA,7664417,N,2019,"2,772",0,2772,2194,1429,765,578,SAND CREEK,578,,,,,0,0,0,0,152389
81004GCCRG3372L,GCC RIO GRANDE INC,110037262636,CO,327310,327,1319218370462,ARSENIC COMPOUNDS,N020,N,2019,17,0,16.77,16.77,0.1,16.67,0,NA,0,,,,,0,0,0,0,649418
80621GLDNL1405E,GOLDEN ALUMINUM,110000467539,CO,331315,331,1319218063319,ALUMINUM (FUME OR DUST),7429905,N,2019,853,22236,23089,853,55,798,0,NA,0,,,,,0,0,0,0,149476
80642CHMCLHUDSO,CHEMICAL & METAL INDUSTRIES INC,110012141798,CO,325180,325,1319217635592,HEXACHLOROBENZENE,118741,N,2019,0,0,0,0,0,0,0,NA,0,,,,,0,0,0,0,30346
80011JHNHH21100,ADVANCED CIRCUITS INC,110064107121,CO,334412,334,1319217879802,LEAD,7439921,N,2019,0,0.56,0.56,0,0,0,0,NA,0,,,,,0,0,0,0,149583
80759YMTHN3848C,YUMA ETHANOL LLC,110031262498,CO,325193,325,1319217941234,N-HEXANE,110543,N,2019,"1,762",0,1762,1762,0,1762,0,NA,0,,,,,0,0,0,0,26740
81625TRPPR65MIL,TRAPPER MINING INC,110008302522,CO,212111,2121,1319218207823,NICKEL COMPOUNDS,N495,N,2019,"10,355",0,10354.85,8,8,0,3.85,JOHNSON GULCH,0,NO-NAME GULCH,0,EAST PYEATT GULCH,0,10343,0,10300,43,650036
8090WRCKYMHWY85,MARTIN MARIETTA - HWY 85 FACILITY,110038628027,CO,327320,327,1319218213522,NITRATE COMPOUNDS,N511,N,2019,0,0,0,0,0,0,0,NA,0,,,,,0,0,0,0,649616
80022CNCDN5801B,SUNCOR ENERGY COMMERCE CITY REFINERY,110032913024,CO,324110,324,1319218259632,PROPYLENE,115071,N,2019,"14,797",0,14797,14797,1164,13633,0,SAND CREEK,0,,,,,0,0,0,0,29009
80642CHMCLHUDSO,CHEMICAL & METAL INDUSTRIES INC,110012141798,CO,325180,325,1319217635566,ANTIMONY  and ANTIMONY COMPOUNDS,N010,Y,2019,5,2036,2041.036,5.036,5,0.036,0,NA,0,,,,,0,0,0,0,649921
80401LFRGW1841W,MARTIN MARIETTA SPEC AGG,110064235073,CO,327320,327,1319218213369,LEAD  and LEAD COMPOUNDS,N420,Y,2019,1,0,0.7752,0.7752,0,0.7752,0,NA,0,,,,,0,0,0,0,650002
8001WCLRDP2851W,COLORADO PAINT CO,,CO,325510,325,1319218141087,METHANOL,67561,N,2019,"8,745",0,8745,8745,8745,0,0,NA,0,,,,,0,0,0,0,4283
80022CNCDN5801B,SUNCOR ENERGY COMMERCE CITY REFINERY,110032913024,CO,324110,324,1319218259517,ETHYLENE GLYCOL,107211,N,2019,1,0,1,1,1,0,0,SAND CREEK,0,,,,,0,0,0,0,24257
8100WLTFLS1739E,ALTA FUELS LLC - PUEBLO PLANT,110058904958,CO,424710,4247,1319218457253,NAPHTHALENE,91203,N,2019,137,0,137,137,0,137,0,NA,0,,,,,0,0,0,0,13326
80640SNCLR8581E,SINCLAIR DENVER PRODUCTS TERMINAL,110000467600,CO,424710,4247,1319218093565,TOLUENE,108883,N,2019,"1,550",0,1550,1550,250,1300,0,NA,0,,,,,0,0,0,0,25452
80438CLMXM9MILE,CLIMAX MOLYBDENUM CO-HENDERSON MINE,110005997591,CO,212299,2122,1319218102541,NITRATE COMPOUNDS,N511,N,2019,"42,000",0,42000,0,0,0,42000,WOODS CREEK,42000,,,,,0,0,0,0,649616
80301LXMRK6555M,LEXMARK INTERNATIONAL INC,110000467236,CO,325992,325,1319218184644,N-METHYL-2-PYRROLIDONE,872504,N,2019,"1,305",0,1305,1305,5,1300,0,NA,0,,,,,0,0,0,0,72744
80701DRYFR2301E,DAIRY FARMERS OF AMERICA INC,110015583028,CO,311514,311,1319218058410,NITRATE COMPOUNDS,N511,N,2019,0,853.3,853.3,0,0,0,0,NA,0,,,,,0,0,0,0,649616
80504PRCSN74WEL,ARC COLORADO INC,110009564998,CO,332117,332,1319218289104,TRICHLOROETHYLENE,79016,N,2019,"5,652",0,5652,5652,1986,3666,0,NA,0,,,,,0,0,0,0,7526
8022WRCKYM581PE,WELLS CONCRETE (STRUCTURAL PLANT),110001436928,CO,327390,327,1319218518088,LEAD,7439921,N,2019,0,0.00084,0.000965,0.000125,0.000035,0.00009,0,NA,0,,,,,0,0,0,0,149583
80110MRCNS1600W,AMERICAN STAINLESS STEEL CORP,110000466727,CO,332322,332,1319218487027,NICKEL,7440020,N,2019,0,0,0,0,0,0,0,NA,0,,,,,0,0,0,0,149674
80759YMTHN3848C,YUMA ETHANOL LLC,110031262498,CO,325193,325,1319217941222,METHANOL,67561,N,2019,619,0,619,619,74,545,0,NA,0,,,,,0,0,0,0,4283
80860CRPPL2755S,CRIPPLE CREEK & VICTOR GOLD MINING CO,110041971337,CO,212221,2122,1319218055768,MANGANESE  and MANGANESE COMPOUNDS,N450,Y,2019,15,0,15,13,0,13,0,NA,0,,,,,2,0,2,0,650010
80549RWHDN2700E,RAWHIDE ENERGY STATION,110000607148,CO,221112,2211,1319217923820,BARIUM COMPOUNDS,N040,N,2019,"492,403",0,492403,1111,114,997,0,NA,0,,,,,491292,0,491292,0,649426
80550NVRSL15WAL,UFP WINDSOR LLC,110000467496,CO,321114,321,1319217868367,COPPER COMPOUNDS,N100,N,2019,0,0,0,0,0,0,0,,,,,,,0,0,0,0,649491
8021WCLSSC1299E,CLASSIC METALS,110070244438,CO,332323,332,1319217802976,CHROMIUM,7440473,N,2019,1,6,7,1,1,0,0,NA,0,,,,,0,0,0,0,150060
80002NDLCH4711W,INDUSTRIAL CHEMICALS CORP,110000906495,CO,424690,4246,1319218207660,METHANOL,67561,N,2019,"4,132",0,4132,4132,2409,1723,0,NA,0,,,,,0,0,0,0,4283
8110WTLFLS615ST,ALTA FUELS INC,110069310463,CO,424710,4247,1319218459713,N-HEXANE,110543,N,2019,107,0,107,107,0,107,0,NA,0,,,,,0,0,0,0,26740
80301MCRMT7070W,MICRO MOTION INC,110000738257,CO,334514,334,1319218249668,CHROMIUM,7440473,N,2019,5,0,5,5,5,0,0,NA,0,,,,,0,0,0,0,150060
80438CLMXM9MILE,CLIMAX MOLYBDENUM CO-HENDERSON MINE,110005997591,CO,212299,2122,1319218102527,LEAD  and LEAD COMPOUNDS,N420,Y,2019,31,594,625.4,8,1.2,6.8,0.5,WOODS CREEK,0.5,,,,,22.9,0,0,22.9,650002
81226HLNMN3500S,HOLCIM (US) INC PORTLAND PLANT,110000600289,CO,327310,327,1319217825571,ACETALDEHYDE,75070,N,2019,"53,778",0,53778,53778,0,53778,0,NA,0,,,,,0,0,0,0,5280
80301MCRMT7070W,MICRO MOTION INC,110000738257,CO,334514,334,1319218249670,MANGANESE,7439965,N,2019,5,0,5,5,5,0,0,NA,0,,,,,0,0,0,0,149625
80022CNCDN5801B,SUNCOR ENERGY COMMERCE CITY REFINERY,110032913024,CO,324110,324,1319218259505,ETHYLENE,74851,N,2019,"4,396",0,4396,4396,119,4277,0,SAND CREEK,0,,,,,0,0,0,0,5090
8062WTLSLF14514,ATLAS OIL - FORT LUPTON,,CO,424710,4247,1319217785866,NAPHTHALENE,91203,N,2019,0,0,0,0,0,0,0,,,,,,,0,0,0,0,13326
80542BLDRS5983R,BOULDER SCIENTIFIC CO LLC - MEAD FACILITY,110000467469,CO,325199,325,1319217662220,CERTAIN GLYCOL ETHERS,N230,N,2019,13,0,12.5,12.5,1.7,10.8,0,NA,0,,,,,0,0,0,0,649541
80301MCRMT7070W,MICRO MOTION INC,110000738257,CO,334514,334,1319218249682,NICKEL,7440020,N,2019,5,0,5,5,5,0,0,NA,0,,,,,0,0,0,0,149674
80022CNCDN5801B,SUNCOR ENERGY COMMERCE CITY REFINERY,110032913024,CO,324110,324,1319218259531,HYDROGEN SULFIDE,7783064,N,2019,"7,531",0,7531,7531,933,6598,0,SAND CREEK,0,,,,,0,0,0,0,154518
