,REPORTING_YEAR,STATE_ABBR,TOTAL_ON_SITE_RELEASE,TOTAL_OFF_SITE_RELEASE,TOTAL_ON_OFF_SITE_RELEASE,AIR_TOTAL_RELEASE,WATER_TOTAL_RELEASE,LAND_TOTAL_RELEASE,OTH_LANDF_TOT_REL,SURF_IMP_TOT_REL,OTH_DISP_TOT_REL,OTHER_LAND_RELEASE,TOT_ALL_OTH_CATEGS,State,State_Abbr,Latitude,Longitude,tooltip_fld
216,2002,DE,7941520.771957201,4204925.787382199,12146446.559339397,6198322.7399071,928812.8299664,814385.2020837,813649.2020837,576.0,0.0,0.0,5378594.467382199,Delaware,DE,39.318523,-75.507141,"Total On/Off Site: 12146447
͏
Total On: 7941521
͏
Total Off: 4204926
͏
Total Land: 814385
͏
Total Water: 928813
͏
Total Air: 6198323"
217,2003,DE,9455448.0363073,4140871.6397379995,13596319.676045401,7268402.023204899,918650.1116472,1268395.9014553,1251887.9,8178.0014553,48.0,48.0,5521165.239738001,Delaware,DE,39.318523,-75.507141,"Total On/Off Site: 13596320
͏
Total On: 9455448
͏
Total Off: 4140872
͏
Total Land: 1268396
͏
Total Water: 918650
͏
Total Air: 7268402"
218,2004,DE,10194193.521778995,3922428.8990426,14116622.420821602,7851740.076258699,1231061.4447044998,1111392.0008159,1097400.0,13892.000815899999,0.0,0.0,5351779.829042599,Delaware,DE,39.318523,-75.507141,"Total On/Off Site: 14116622
͏
Total On: 10194194
͏
Total Off: 3922429
͏
Total Land: 1111392
͏
Total Water: 1231061
͏
Total Air: 7851740"
219,2005,DE,8370191.7294441,4402324.477871601,12772516.207315704,6405499.568344,1211798.1603283,752894.0007718,741095.0,11709.0007718,0.0,0.0,5914308.447871599,Delaware,DE,39.318523,-75.507141,"Total On/Off Site: 12772516
͏
Total On: 8370192
͏
Total Off: 4402324
͏
Total Land: 752894
͏
Total Water: 1211798
͏
Total Air: 6405500"
220,2006,DE,11059912.151218496,4740837.210989799,15800749.362208297,6256036.447995499,4022174.6820733,781701.0211497,771837.0,9774.0007497,0.0204,0.0204,6158922.6609898,Delaware,DE,39.318523,-75.507141,"Total On/Off Site: 15800749
͏
Total On: 11059912
͏
Total Off: 4740837
͏
Total Land: 781701
͏
Total Water: 4022175
͏
Total Air: 6256036"
221,2007,DE,10627952.6721796,7145694.6508883,17773647.323067904,6894089.398647101,3327675.0227828003,406188.2507497,388202.0,9757.0007497,8213.25,8213.25,8247797.608888299,Delaware,DE,39.318523,-75.507141,"Total On/Off Site: 17773647
͏
Total On: 10627953
͏
Total Off: 7145695
͏
Total Land: 406188
͏
Total Water: 3327675
͏
Total Air: 6894089"
222,2008,DE,9511381.676452402,3130051.1588831,12641432.835335402,5828719.2876222,2796686.2182568996,885976.1705733001,844150.0,1973.0005733,8662.17,8662.17,4265388.518883101,Delaware,DE,39.318523,-75.507141,"Total On/Off Site: 12641433
͏
Total On: 9511382
͏
Total Off: 3130051
͏
Total Land: 885976
͏
Total Water: 2796686
͏
Total Air: 5828719"
223,2009,DE,5310915.3263793,2786109.827772801,8097025.154152001,3182747.5698095,1590678.9364083,537488.8201614,494082.0,8036.0001614,7114.82,7114.82,3443186.6877728,Delaware,DE,39.318523,-75.507141,"Total On/Off Site: 8097025
͏
Total On: 5310915
͏
Total Off: 2786110
͏
Total Land: 537489
͏
Total Water: 1590679
͏
Total Air: 3182748"
224,2010,DE,4330538.368774202,4535731.5041366,8866269.872910796,3519306.5516606993,600484.8171135,210747.0,154167.0,11740.0,615.0,615.0,5569108.7241366,Delaware,DE,39.318523,-75.507141,"Total On/Off Site: 8866270
͏
Total On: 4330538
͏
Total Off: 4535732
͏
Total Land: 210747
͏
Total Water: 600485
͏
Total Air: 3519307"
225,2011,DE,3927012.6938721007,2243187.0079666995,6170199.7018387,2417606.7182751,1230737.2455969998,278668.73,256579.0,14631.0,7458.73,7458.73,3287875.7179667,Delaware,DE,39.318523,-75.507141,"Total On/Off Site: 6170200
͏
Total On: 3927013
͏
Total Off: 2243187
͏
Total Land: 278669
͏
Total Water: 1230737
͏
Total Air: 2417607"
226,2012,DE,5205917.2683506,2374471.4517786996,7580388.720129297,1121311.8433719,3777903.7249787007,306701.69999999995,256204.0,14810.0,7479.7,7479.7,3194750.5047874996,Delaware,DE,39.318523,-75.507141,"Total On/Off Site: 7580389
͏
Total On: 5205917
͏
Total Off: 2374471
͏
Total Land: 306702
͏
Total Water: 3777904
͏
Total Air: 1121312"
227,2013,DE,4050362.0322303,1511106.5530418002,5561468.585272101,1016504.0170646,2881901.6351656998,151956.38,137383.9,10905.0,3667.48,3667.48,2442162.4627058003,Delaware,DE,39.318523,-75.507141,"Total On/Off Site: 5561469
͏
Total On: 4050362
͏
Total Off: 1511107
͏
Total Land: 151956
͏
Total Water: 2881902
͏
Total Air: 1016504"
228,2014,DE,3773881.613994901,2419885.6112691,6193767.225263999,825040.3870500997,2930930.7799449,17910.447,14804.0,8.92,3097.5269999999996,3097.5269999999996,3262892.424958301,Delaware,DE,39.318523,-75.507141,"Total On/Off Site: 6193767
͏
Total On: 3773882
͏
Total Off: 2419886
͏
Total Land: 17910
͏
Total Water: 2930931
͏
Total Air: 825040"
229,2015,DE,4618668.1939664995,1678385.2497504998,6297053.443717102,738720.7961164998,3862398.398553999,17548.999296,11665.5,5.863296,5877.6359999999995,5877.6359999999995,2561130.0722084,Delaware,DE,39.318523,-75.507141,"Total On/Off Site: 6297053
͏
Total On: 4618668
͏
Total Off: 1678385
͏
Total Land: 17549
͏
Total Water: 3862398
͏
Total Air: 738721"
230,2016,DE,3380095.0778178005,628513.1022106998,4008608.1800285005,546067.6528858002,2812015.9413,22011.483632000003,16318.5,5.768768,5687.2148640000005,5687.2148640000005,1557771.8622107005,Delaware,DE,39.318523,-75.507141,"Total On/Off Site: 4008608
͏
Total On: 3380095
͏
Total Off: 628513
͏
Total Land: 22011
͏
Total Water: 2812016
͏
Total Air: 546068"
231,2017,DE,4608202.469530999,445970.77294959995,5054173.242480601,760992.0236310001,3823134.8459,24075.6,9984.5,0.0,14091.1,14091.1,1316993.6429496002,Delaware,DE,39.318523,-75.507141,"Total On/Off Site: 5054173
͏
Total On: 4608202
͏
Total Off: 445971
͏
Total Land: 24076
͏
Total Water: 3823135
͏
Total Air: 760992"
232,2018,DE,6188794.719525601,337021.96563209983,6525816.685157703,758724.3895255999,5416033.36,14036.970000000001,6109.3,35.37,7892.3,7892.3,1117123.9816321007,Delaware,DE,39.318523,-75.507141,"Total On/Off Site: 6525817
͏
Total On: 6188795
͏
Total Off: 337022
͏
Total Land: 14037
͏
Total Water: 5416033
͏
Total Air: 758724"
233,2019,DE,5924711.938377602,333187.90876,6257899.847137601,521592.9284582,5396564.4799999995,6554.5299194,253.70000000000002,41.6299194,5067.2,5067.2,1037247.02476,Delaware,DE,39.318523,-75.507141,"Total On/Off Site: 6257900
͏
Total On: 5924712
͏
Total Off: 333188
͏
Total Land: 6555
͏
Total Water: 5396564
͏
Total Air: 521593"
234,1994,FL,95045396.0,1597094.0,96642490.0,33159134.0,771047.0,61115215.0,0.0,8684811.0,36162887.0,36175034.0,21434544.0,Florida,FL,27.766279,-81.686783,"Total On/Off Site: 96642490
͏
Total On: 95045396
͏
Total Off: 1597094
͏
Total Land: 61115215
͏
Total Water: 771047
͏
Total Air: 33159134"
235,1995,FL,79610979.0,3177283.0,82788262.0,32931193.0,1483499.0,45196287.0,0.0,8526891.0,15949257.0,15965799.0,28920693.0,Florida,FL,27.766279,-81.686783,"Total On/Off Site: 82788262
͏
Total On: 79610979
͏
Total Off: 3177283
͏
Total Land: 45196287
͏
Total Water: 1483499
͏
Total Air: 32931193"
236,1996,FL,79421019.0,10284795.0,89705814.0,32554651.0,1612816.0,45253552.0,173622.0,7920360.0,12059522.0,12059522.0,40250936.0,Florida,FL,27.766279,-81.686783,"Total On/Off Site: 89705814
͏
Total On: 79421019
͏
Total Off: 10284795
͏
Total Land: 45253552
͏
Total Water: 1612816
͏
Total Air: 32554651"
237,1997,FL,89982637.6,7352977.0,97335614.6,32971735.5,8736504.0,48274398.1,112059.1,6844702.0,12179513.0,12179513.0,43237819.0,Florida,FL,27.766279,-81.686783,"Total On/Off Site: 97335615
͏
Total On: 89982638
͏
Total Off: 7352977
͏
Total Land: 48274398
͏
Total Water: 8736504
͏
Total Air: 32971736"
238,1998,FL,153988298.0,5129804.5,159118102.5,91177670.7,2148190.0,60662437.3,5989711.3,11442697.0,13418417.0,13418417.0,40327197.5,Florida,FL,27.766279,-81.686783,"Total On/Off Site: 159118102
͏
Total On: 153988298
͏
Total Off: 5129804
͏
Total Land: 60662437
͏
Total Water: 2148190
͏
Total Air: 91177671"
239,1999,FL,141815311.9,5502620.0,147317931.9,94066799.0,2329496.0,45419016.9,5379887.9,4362586.0,77363.0,77363.0,47052522.0,Florida,FL,27.766279,-81.686783,"Total On/Off Site: 147317932
͏
Total On: 141815312
͏
Total Off: 5502620
͏
Total Land: 45419017
͏
Total Water: 2329496
͏
Total Air: 94066799"
240,2000,FL,139890669.7841923,4858525.6523863,144749195.43657863,88446093.97274034,1801976.2797503,49642599.5317018,6965674.150102001,4780732.0824099,133901.47999999998,133901.47999999998,48599942.69455309,Florida,FL,27.766279,-81.686783,"Total On/Off Site: 144749195
͏
Total On: 139890670
͏
Total Off: 4858526
͏
Total Land: 49642600
͏
Total Water: 1801976
͏
Total Air: 88446094"
241,2001,FL,127240452.53707938,3698503.210337201,130938955.74741659,85410914.81332582,1822272.2411399998,40007265.482613616,4564516.4945648005,10144555.0237092,289812.0601499999,289812.0601499999,35180967.04558949,Florida,FL,27.766279,-81.686783,"Total On/Off Site: 130938956
͏
Total On: 127240453
͏
Total Off: 3698503
͏
Total Land: 40007265
͏
Total Water: 1822272
͏
Total Air: 85410915"
242,2002,FL,136250775.31447053,2997801.7169952006,139248577.03146565,81952239.78992416,2319552.3016041005,51978983.2229425,9317848.6917799,9207897.277583603,297631.6552000001,297631.6552000001,39916736.83317853,Florida,FL,27.766279,-81.686783,"Total On/Off Site: 139248577
͏
Total On: 136250775
͏
Total Off: 2997802
͏
Total Land: 51978983
͏
Total Water: 2319552
͏
Total Air: 81952240"
243,2003,FL,123567673.62150203,3525792.1212403,127093465.7427423,77571299.28786208,2519789.6311651003,43476584.7024751,10449715.891296502,9562241.266177598,381073.6037,381073.6037,30270280.1619913,Florida,FL,27.766279,-81.686783,"Total On/Off Site: 127093466
͏
Total On: 123567674
͏
Total Off: 3525792
͏
Total Land: 43476585
͏
Total Water: 2519790
͏
Total Air: 77571299"
244,2004,FL,119199387.71339019,4861521.760872699,124060909.4742628,72270183.04692885,2138589.0302709998,44790615.63619039,17514651.9968852,804250.8133005002,560804.4426090999,560804.4426090999,34146225.9676827,Florida,FL,27.766279,-81.686783,"Total On/Off Site: 124060909
͏
Total On: 119199388
͏
Total Off: 4861522
͏
Total Land: 44790616
͏
Total Water: 2138589
͏
Total Air: 72270183"
245,2005,FL,126853668.0483645,4132914.048072998,130986582.09643744,68917484.75821267,2380219.4769880995,55555963.813163705,18306434.456019,813281.5922937,624932.16,624932.16,42966731.5839383,Florida,FL,27.766279,-81.686783,"Total On/Off Site: 130986582
͏
Total On: 126853668
͏
Total Off: 4132914
͏
Total Land: 55555964
͏
Total Water: 2380219
͏
Total Air: 68917485"
246,2006,FL,116349019.94121467,3140339.9400357003,119489359.88125041,55778717.421090506,1418622.4357192002,59151680.0844048,18784147.968835097,699326.7062738999,889649.5500348,889649.5500348,46118307.73035508,Florida,FL,27.766279,-81.686783,"Total On/Off Site: 119489360
͏
Total On: 116349020
͏
Total Off: 3140340
͏
Total Land: 59151680
͏
Total Water: 1418622
͏
Total Air: 55778717"
247,2007,FL,113609147.15336236,7269181.008869799,120878328.16223215,61437390.57192852,1176739.8736949998,50995016.70773882,21783365.639440205,497642.97280160006,907147.5480000001,907147.5480000001,36086901.47142518,Florida,FL,27.766279,-81.686783,"Total On/Off Site: 120878328
͏
Total On: 113609147
͏
Total Off: 7269181
͏
Total Land: 50995017
͏
Total Water: 1176740
͏
Total Air: 61437391"
248,2008,FL,74684890.67363985,4231178.8596058,78916069.53324556,46822998.99355209,1388225.3474396004,26473666.332648396,6294398.1328677,591617.1001426999,404819.06169999996,404819.06169999996,28372787.756580323,Florida,FL,27.766279,-81.686783,"Total On/Off Site: 78916070
͏
Total On: 74684891
͏
Total Off: 4231179
͏
Total Land: 26473666
͏
Total Water: 1388225
͏
Total Air: 46822999"
249,2009,FL,80815188.77209492,4544824.476811999,85360013.24890688,53013595.65240768,1574222.9790734001,26227370.140613806,6884921.779956298,803763.2266995002,367183.85360000003,367183.85360000003,27836742.70614019,Florida,FL,27.766279,-81.686783,"Total On/Off Site: 85360013
͏
Total On: 80815189
͏
Total Off: 4544824
͏
Total Land: 26227370
͏
Total Water: 1574223
͏
Total Air: 53013596"
250,2010,FL,76509378.1730587,4955768.806561296,81465146.97961992,33715927.201630704,1737010.7625545003,41056440.20887352,7351666.447250599,439397.68743729993,396529.26060000004,396529.26060000004,42785155.91701362,Florida,FL,27.766279,-81.686783,"Total On/Off Site: 81465147
͏
Total On: 76509378
͏
Total Off: 4955769
͏
Total Land: 41056440
͏
Total Water: 1737011
͏
Total Air: 33715927"
251,2011,FL,70767264.93185002,3274476.463289799,74041741.39513984,28695904.761176188,1544991.4126118,40526368.758062296,6603030.095581098,340404.97596089984,363661.6032,363661.6032,41472403.73770909,Florida,FL,27.766279,-81.686783,"Total On/Off Site: 74041741
͏
Total On: 70767265
͏
Total Off: 3274476
͏
Total Land: 40526369
͏
Total Water: 1544991
͏
Total Air: 28695905"
252,2012,FL,60432891.44459242,2860445.874135001,63293337.31872739,25193165.156798117,1492864.0546948004,33746862.23309949,4866631.5453939,206872.93783070002,278652.5062,278652.5062,34273810.41468292,Florida,FL,27.766279,-81.686783,"Total On/Off Site: 63293337
͏
Total On: 60432891
͏
Total Off: 2860446
͏
Total Land: 33746862
͏
Total Water: 1492864
͏
Total Air: 25193165"
253,2013,FL,63247648.77222042,4119194.4971569018,67366843.2693773,25503108.56902478,1395429.6547461995,36349110.54844952,4796841.488627699,206628.6470136,313611.18319999997,313611.18319999997,36926845.4069348,Florida,FL,27.766279,-81.686783,"Total On/Off Site: 67366843
͏
Total On: 63247649
͏
Total Off: 4119194
͏
Total Land: 36349111
͏
Total Water: 1395430
͏
Total Air: 25503109"
254,2014,FL,59942658.404374264,5446808.5134885935,65389466.91786289,25410736.96211779,1667140.9833651003,32864780.458891504,5007454.873391501,407206.57519269997,335292.6376,335292.6376,34232387.55212601,Florida,FL,27.766279,-81.686783,"Total On/Off Site: 65389467
͏
Total On: 59942658
͏
Total Off: 5446809
͏
Total Land: 32864780
͏
Total Water: 1667141
͏
Total Air: 25410737"
255,2015,FL,56200436.46537462,5273089.106718597,61473525.572093025,21797332.950427216,1666639.443657,32736464.071290515,5124358.8777458,153056.10701110007,619692.7731999998,619692.7731999998,34589372.510378584,Florida,FL,27.766279,-81.686783,"Total On/Off Site: 61473526
͏
Total On: 56200436
͏
Total Off: 5273089
͏
Total Land: 32736464
͏
Total Water: 1666639
͏
Total Air: 21797333"
256,2016,FL,57700989.89755698,6151150.927045497,63852140.824602515,19128314.587391503,1589377.3418989,36983297.96826669,3680045.9166131993,90293.49169170002,674941.8212,674941.8212,41310292.52262814,Florida,FL,27.766279,-81.686783,"Total On/Off Site: 63852141
͏
Total On: 57700990
͏
Total Off: 6151151
͏
Total Land: 36983298
͏
Total Water: 1589377
͏
Total Air: 19128315"
257,2017,FL,55322462.02920731,4096277.756515101,59418739.785722405,19110267.512981195,1518116.7465465004,34694077.769679494,4021868.3254294996,66846.6554387,600855.9180000001,600855.9180000001,37010626.3654472,Florida,FL,27.766279,-81.686783,"Total On/Off Site: 59418740
͏
Total On: 55322462
͏
Total Off: 4096278
͏
Total Land: 34694078
͏
Total Water: 1518117
͏
Total Air: 19110268"
258,2018,FL,57898006.393724635,3871280.2461333005,61769286.639857836,18342526.46699139,1149009.5074278,38406470.41930532,4434969.4217025,32052.538300000004,560809.1165,560809.1165,37932705.92711284,Florida,FL,27.766279,-81.686783,"Total On/Off Site: 61769287
͏
Total On: 57898006
͏
Total Off: 3871280
͏
Total Land: 38406470
͏
Total Water: 1149010
͏
Total Air: 18342526"
259,2019,FL,50942747.037145995,2659987.8466227995,53602734.88376859,16486222.335649587,1158021.6087543005,33298503.092742007,4819462.9943605,289571.0489999999,380728.77729999996,380728.77729999996,31216502.724038012,Florida,FL,27.766279,-81.686783,"Total On/Off Site: 53602735
͏
Total On: 50942747
͏
Total Off: 2659988
͏
Total Land: 33298503
͏
Total Water: 1158022
͏
Total Air: 16486222"
260,1994,GA,56130480.0,4758785.0,60889265.0,51591453.0,3000999.0,1538028.0,0.0,1317809.0,606.0,139520.0,6387665.0,Georgia,GA,33.040619,-83.643074,"Total On/Off Site: 60889265
͏
Total On: 56130480
͏
Total Off: 4758785
͏
Total Land: 1538028
͏
Total Water: 3000999
͏
Total Air: 51591453"
261,1995,GA,58379959.0,5412844.0,63792803.0,49165081.0,7595112.0,1619766.0,0.0,956872.0,42522.0,578994.0,8411149.0,Georgia,GA,33.040619,-83.643074,"Total On/Off Site: 63792803
͏
Total On: 58379959
͏
Total Off: 5412844
͏
Total Land: 1619766
͏
Total Water: 7595112
͏
Total Air: 49165081"
262,1996,GA,59442445.0,5834831.0,65277276.0,49012280.0,7941284.0,2488881.0,757931.0,935150.0,52501.0,52501.0,9671486.0,Georgia,GA,33.040619,-83.643074,"Total On/Off Site: 65277276
͏
Total On: 59442445
͏
Total Off: 5834831
͏
Total Land: 2488881
͏
Total Water: 7941284
͏
Total Air: 49012280"
263,1997,GA,63762113.0,14228232.0,77990345.0,50384257.0,9551760.0,3826096.0,986568.0,2404615.0,108590.0,108590.0,18424953.0,Georgia,GA,33.040619,-83.643074,"Total On/Off Site: 77990345
͏
Total On: 63762113
͏
Total Off: 14228232
͏
Total Land: 3826096
͏
Total Water: 9551760
͏
Total Air: 50384257"
264,1998,GA,118377964.0,10313128.0,128691092.0,95737615.0,8681627.0,13958722.0,948812.0,12332547.0,154053.0,154053.0,14781106.0,Georgia,GA,33.040619,-83.643074,"Total On/Off Site: 128691092
͏
Total On: 118377964
͏
Total Off: 10313128
͏
Total Land: 13958722
͏
Total Water: 8681627
͏
Total Air: 95737615"
265,1999,GA,127090307.0,9376106.0,136466413.0,104304718.0,8997468.0,13788121.0,503164.0,12755738.0,196598.0,196598.0,13714519.0,Georgia,GA,33.040619,-83.643074,"Total On/Off Site: 136466413
͏
Total On: 127090307
͏
Total Off: 9376106
͏
Total Land: 13788121
͏
Total Water: 8997468
͏
Total Air: 104304718"
266,2000,GA,121253591.34710932,8364309.533070999,129617900.88018054,96412062.96966136,8854487.483553302,15987040.893894598,1989547.1286337,13536077.7621743,106346.0030866,106346.0030866,12786509.433152096,Georgia,GA,33.040619,-83.643074,"Total On/Off Site: 129617901
͏
Total On: 121253591
͏
Total Off: 8364310
͏
Total Land: 15987041
͏
Total Water: 8854487
͏
Total Air: 96412063"
267,2001,GA,114429114.63625604,3452968.7205171,117882083.35677315,92276619.2579896,8426920.450845003,13725574.9274215,1914303.0599504996,11185595.7401978,437395.61757319997,437395.61757319997,7935265.080371599,Georgia,GA,33.040619,-83.643074,"Total On/Off Site: 117882083
͏
Total On: 114429115
͏
Total Off: 3452969
͏
Total Land: 13725575
͏
Total Water: 8426920
͏
Total Air: 92276619"
268,2002,GA,127105781.71343291,3900121.0087258006,131005902.72215877,103600156.55865096,10508790.521747995,12996834.6330341,436759.6605748001,11961135.105969502,369840.1253857999,369840.1253857999,8071456.129991501,Georgia,GA,33.040619,-83.643074,"Total On/Off Site: 131005903
͏
Total On: 127105782
͏
Total Off: 3900121
͏
Total Land: 12996835
͏
Total Water: 10508791
͏
Total Air: 103600157"
269,2003,GA,129506972.70110631,2615000.4855486,132121973.186655,104518899.30813074,9582472.5808417,15405600.8121339,522944.2914242,13702839.934859002,748426.9414105001,748426.9414105001,6171676.7901332,Georgia,GA,33.040619,-83.643074,"Total On/Off Site: 132121973
͏
Total On: 129506973
͏
Total Off: 2615000
͏
Total Land: 15405601
͏
Total Water: 9582473
͏
Total Air: 104518899"
270,2004,GA,119340927.89276725,2878932.9243132966,122219860.8170805,90714790.6762026,9751803.114518601,18874334.102046106,730775.6082353997,17255675.8116438,427675.8017068999,427675.8017068999,5268936.168318302,Georgia,GA,33.040619,-83.643074,"Total On/Off Site: 122219861
͏
Total On: 119340928
͏
Total Off: 2878933
͏
Total Land: 18874334
͏
Total Water: 9751803
͏
Total Air: 90714791"
271,2005,GA,129464276.6187559,3630476.176333502,133094752.7950894,99333666.93973373,9858139.746360598,20272469.932661403,2344098.9341589,17139478.819528393,599244.6713261,599244.6713261,5564346.513097697,Georgia,GA,33.040619,-83.643074,"Total On/Off Site: 133094753
͏
Total On: 129464277
͏
Total Off: 3630476
͏
Total Land: 20272470
͏
Total Water: 9858140
͏
Total Air: 99333667"
272,2006,GA,129839973.03594162,3753763.1436214997,133593736.17956328,98557707.2231949,12592555.35355,18689710.459196497,2427798.9064232004,14828224.668535898,1156825.7512373999,1156825.7512373999,6563901.451716695,Georgia,GA,33.040619,-83.643074,"Total On/Off Site: 133593736
͏
Total On: 129839973
͏
Total Off: 3753763
͏
Total Land: 18689710
͏
Total Water: 12592555
͏
Total Air: 98557707"
273,2007,GA,118453574.3921137,3165645.243364999,121619219.63547844,85150513.59485728,13207012.0806252,20096048.716631196,2152875.6158475997,16621710.5307296,1082252.410054,1082252.410054,7381947.8412182,Georgia,GA,33.040619,-83.643074,"Total On/Off Site: 121619220
͏
Total On: 118453574
͏
Total Off: 3165645
͏
Total Land: 20096049
͏
Total Water: 13207012
͏
Total Air: 85150514"
274,2008,GA,105979371.42564905,2524652.7172725005,108504024.14292169,72467001.96930407,13786900.603092996,19725468.8532521,1596394.0792825003,16873832.885869496,927608.1980999999,927608.1980999999,7503908.264282999,Georgia,GA,33.040619,-83.643074,"Total On/Off Site: 108504024
͏
Total On: 105979371
͏
Total Off: 2524653
͏
Total Land: 19725469
͏
Total Water: 13786901
͏
Total Air: 72467002"
275,2009,GA,79674624.038623,2061368.4620803,81735992.50070354,51152453.592719495,12780860.469007403,15741309.976896403,1184412.1326049,13001637.4562932,1128483.7709983,1128483.7709983,5839081.5470881015,Georgia,GA,33.040619,-83.643074,"Total On/Off Site: 81735993
͏
Total On: 79674624
͏
Total Off: 2061368
͏
Total Land: 15741310
͏
Total Water: 12780860
͏
Total Air: 51152454"
276,2010,GA,78281090.64555748,2546052.0141225993,80827142.65968014,46336121.55878947,14358304.540383201,17586664.5463851,1759904.4066210003,14462006.222106703,999411.3186573,999411.3186573,4622120.3924086,Georgia,GA,33.040619,-83.643074,"Total On/Off Site: 80827143
͏
Total On: 78281091
͏
Total Off: 2546052
͏
Total Land: 17586665
͏
Total Water: 14358305
͏
Total Air: 46336122"
277,2011,GA,71000649.37200432,3333393.317907597,74334042.68991193,43066872.5677048,13575078.973083703,14358697.831216002,813205.059029,11996653.215321701,736710.2518653,736710.2518653,5325995.569904099,Georgia,GA,33.040619,-83.643074,"Total On/Off Site: 74334043
͏
Total On: 71000649
͏
Total Off: 3333393
͏
Total Land: 14358698
͏
Total Water: 13575079
͏
Total Air: 43066873"
278,2012,GA,64938942.19243852,3334465.9753481005,68273408.16778643,42507891.56125318,11749841.736644603,10681208.894540602,1016030.7790458001,8712003.337687902,554776.8438069001,554776.8438069001,5694544.223957398,Georgia,GA,33.040619,-83.643074,"Total On/Off Site: 68273408
͏
Total On: 64938942
͏
Total Off: 3334466
͏
Total Land: 10681209
͏
Total Water: 11749842
͏
Total Air: 42507892"
279,2013,GA,68232434.49135089,3024798.031836601,71257232.52318732,43962371.40572689,14384203.989242196,9885859.096382,932529.5114222999,7934264.442462198,595344.3904974,595344.3904974,5525152.7068517,Georgia,GA,33.040619,-83.643074,"Total On/Off Site: 71257233
͏
Total On: 68232434
͏
Total Off: 3024798
͏
Total Land: 9885859
͏
Total Water: 14384204
͏
Total Air: 43962371"
280,2014,GA,65753076.895865515,3405582.114138601,69158659.01000392,40543887.23742125,16098094.267313896,9111095.391130498,1253852.3268002002,6530313.455343999,822600.0281027999,822600.0281027999,5372405.214900199,Georgia,GA,33.040619,-83.643074,"Total On/Off Site: 69158659
͏
Total On: 65753077
͏
Total Off: 3405582
͏
Total Land: 9111095
͏
Total Water: 16098094
͏
Total Air: 40543887"
281,2015,GA,56911141.89625327,3704864.3069725004,60616006.20322572,36162136.438271806,13871311.409693297,6877694.0482888995,1903405.5480790997,3815451.5267419,742870.6965842,742870.6965842,5101035.753252399,Georgia,GA,33.040619,-83.643074,"Total On/Off Site: 60616006
͏
Total On: 56911142
͏
Total Off: 3704864
͏
Total Land: 6877694
͏
Total Water: 13871311
͏
Total Air: 36162136"
282,2016,GA,50570103.2454835,3728574.4115238017,54298677.65700708,34243058.10037658,9943446.728946798,6383598.4161602,1869540.7618652997,3398392.0089862007,746791.0684252,746791.0684252,5502590.008662097,Georgia,GA,33.040619,-83.643074,"Total On/Off Site: 54298678
͏
Total On: 50570103
͏
Total Off: 3728574
͏
Total Land: 6383598
͏
Total Water: 9943447
͏
Total Air: 34243058"
283,2017,GA,44934638.26244629,3653103.526829799,48587741.78927621,31700935.85854739,7317137.2172031,5916565.186695801,1953346.8375919997,2458437.7317788997,993384.0571593,993384.0571593,5884955.9405052,Georgia,GA,33.040619,-83.643074,"Total On/Off Site: 48587742
͏
Total On: 44934638
͏
Total Off: 3653104
͏
Total Land: 5916565
͏
Total Water: 7317137
͏
Total Air: 31700936"
284,2018,GA,46413722.59449652,4536053.388341296,50949775.982837886,32597450.95011729,7480339.7557101995,6335931.888668903,1865963.9797703994,3181588.8216576003,884416.9750732001,884416.9750732001,6429336.121926795,Georgia,GA,33.040619,-83.643074,"Total On/Off Site: 50949776
͏
Total On: 46413723
͏
Total Off: 4536053
͏
Total Land: 6335932
͏
Total Water: 7480340
͏
Total Air: 32597451"
285,2019,GA,45191506.948872656,4719073.710649996,49910580.65952274,32461342.175153118,6025221.005135598,6704943.7685839,2285278.6830147,1302188.6223322,2800501.6852803,2800501.6852803,6110870.773574701,Georgia,GA,33.040619,-83.643074,"Total On/Off Site: 49910581
͏
Total On: 45191507
͏
Total Off: 4719074
͏
Total Land: 6704944
͏
Total Water: 6025221
͏
Total Air: 32461342"
286,1994,HI,588489.0,17371.0,605860.0,525518.0,2300.0,60671.0,0.0,0.0,255.0,255.0,81957.0,Hawaii,HI,21.094318,-157.498337,"Total On/Off Site: 605860
͏
Total On: 588489
͏
Total Off: 17371
͏
Total Land: 60671
͏
Total Water: 2300
͏
Total Air: 525518"
287,1995,HI,492923.0,163769.0,656692.0,464562.0,3510.0,24851.0,0.0,0.0,250.0,250.0,188040.0,Hawaii,HI,21.094318,-157.498337,"Total On/Off Site: 656692
͏
Total On: 492923
͏
Total Off: 163769
͏
Total Land: 24851
͏
Total Water: 3510
͏
Total Air: 464562"
288,1996,HI,536272.0,3995.0,540267.0,496508.0,3265.0,36499.0,2255.0,0.0,250.0,250.0,37204.0,Hawaii,HI,21.094318,-157.498337,"Total On/Off Site: 540267
͏
Total On: 536272
͏
Total Off: 3995
͏
Total Land: 36499
͏
Total Water: 3265
͏
Total Air: 496508"
289,1997,HI,444040.0,8365.0,452405.0,409983.0,2119.0,31938.0,0.0,0.0,250.0,250.0,40053.0,Hawaii,HI,21.094318,-157.498337,"Total On/Off Site: 452405
͏
Total On: 444040
͏
Total Off: 8365
͏
Total Land: 31938
͏
Total Water: 2119
͏
Total Air: 409983"
