,REPORTING_YEAR,STATE_ABBR,TOTAL_ON_SITE_RELEASE,TOTAL_OFF_SITE_RELEASE,TOTAL_ON_OFF_SITE_RELEASE,AIR_TOTAL_RELEASE,WATER_TOTAL_RELEASE,LAND_TOTAL_RELEASE,OTH_LANDF_TOT_REL,SURF_IMP_TOT_REL,OTH_DISP_TOT_REL,OTHER_LAND_RELEASE,TOT_ALL_OTH_CATEGS,State,State_Abbr,Latitude,Longitude,tooltip_fld
939,1997,OK,24064579.0,3212552.0,27277131.0,18885663.0,2545027.0,2633889.0,68974.0,1434.0,86761.0,86761.0,5890082.0,Oklahoma,OK,35.565342,-96.928917,"Total On/Off Site: 27277131
͏
Total On: 24064579
͏
Total Off: 3212552
͏
Total Land: 2633889
͏
Total Water: 2545027
͏
Total Air: 18885663"
940,1998,OK,36421535.2,4596396.0,41017931.2,20448597.2,2308915.0,13664023.0,1867259.0,89578.0,46991.0,46991.0,9729975.0,Oklahoma,OK,35.565342,-96.928917,"Total On/Off Site: 41017931
͏
Total On: 36421535
͏
Total Off: 4596396
͏
Total Land: 13664023
͏
Total Water: 2308915
͏
Total Air: 20448597"
941,1999,OK,33218831.2,4504881.0,37723712.2,18616730.2,3063944.0,11538157.0,1966927.0,290310.0,353705.0,353705.0,8332862.0,Oklahoma,OK,35.565342,-96.928917,"Total On/Off Site: 37723712
͏
Total On: 33218831
͏
Total Off: 4504881
͏
Total Land: 11538157
͏
Total Water: 3063944
͏
Total Air: 18616730"
942,2000,OK,29157987.586216494,4100409.8937115995,33258397.479927994,18739843.692833394,2512199.3903988,7905944.5029843,2383343.8138557,146738.83000000002,280084.007,280084.007,7940531.1717135,Oklahoma,OK,35.565342,-96.928917,"Total On/Off Site: 33258397
͏
Total On: 29157988
͏
Total Off: 4100410
͏
Total Land: 7905945
͏
Total Water: 2512199
͏
Total Air: 18739844"
943,2001,OK,25217559.3555535,3766142.9840537007,28983702.3396072,16275446.43970509,2366155.8187802,6575957.0970683005,2012132.9197985,552401.66,603239.8,603239.8,5783819.284058301,Oklahoma,OK,35.565342,-96.928917,"Total On/Off Site: 28983702
͏
Total On: 25217559
͏
Total Off: 3766143
͏
Total Land: 6575957
͏
Total Water: 2366156
͏
Total Air: 16275446"
944,2002,OK,25295406.02711149,4069651.637888599,29365057.6650001,15558067.42998139,3126143.2115802,6611195.385549901,2445990.2355453004,509835.05999999994,329417.95,329417.95,6258377.7578932,Oklahoma,OK,35.565342,-96.928917,"Total On/Off Site: 29365058
͏
Total On: 25295406
͏
Total Off: 4069652
͏
Total Land: 6611195
͏
Total Water: 3126143
͏
Total Air: 15558067"
945,2003,OK,25474122.011782885,4758100.8874876965,30232222.899270594,16030017.940085193,3479501.8312236997,5964602.2404739,1814587.1204710002,547749.73,524837.6000000001,524837.6000000001,6990848.327485698,Oklahoma,OK,35.565342,-96.928917,"Total On/Off Site: 30232223
͏
Total On: 25474122
͏
Total Off: 4758101
͏
Total Land: 5964602
͏
Total Water: 3479502
͏
Total Air: 16030018"
946,2004,OK,24970787.247296702,4590109.227316599,29560896.4746133,15555742.366689697,3887549.8875236996,5527494.9930833,1761892.53299,657388.7000000001,563789.3600904,563789.3600904,6234969.325498,Oklahoma,OK,35.565342,-96.928917,"Total On/Off Site: 29560896
͏
Total On: 24970787
͏
Total Off: 4590109
͏
Total Land: 5527495
͏
Total Water: 3887550
͏
Total Air: 15555742"
947,2005,OK,23656046.119781096,3938472.8134902995,27594518.933271397,15638970.5312288,3174486.860311899,4842588.728240498,1855978.2375691999,459415.85000000003,545533.6103593999,545533.6103593999,4407220.4007302,Oklahoma,OK,35.565342,-96.928917,"Total On/Off Site: 27594519
͏
Total On: 23656046
͏
Total Off: 3938473
͏
Total Land: 4842589
͏
Total Water: 3174487
͏
Total Air: 15638971"
948,2006,OK,25695595.373826507,4479354.977608897,30174950.3514353,15339663.212667596,3409740.1121985004,6946192.0489605,1556259.5240902002,527334.42,788376.5746717998,788376.5746717998,4799494.075677397,Oklahoma,OK,35.565342,-96.928917,"Total On/Off Site: 30174950
͏
Total On: 25695595
͏
Total Off: 4479355
͏
Total Land: 6946192
͏
Total Water: 3409740
͏
Total Air: 15339663"
949,2007,OK,27323262.342490587,4997013.492546598,32320275.835037187,15538042.931194805,3518107.6001985003,8267111.811097398,1608819.2975870003,2695072.4529591,808255.7603528,808255.7603528,5361818.011827997,Oklahoma,OK,35.565342,-96.928917,"Total On/Off Site: 32320276
͏
Total On: 27323262
͏
Total Off: 4997013
͏
Total Land: 8267112
͏
Total Water: 3518108
͏
Total Air: 15538043"
950,2008,OK,30288128.87047702,3895835.528295001,34183964.39877201,14389569.896939898,4103844.1500114994,11794714.8235257,1258706.5915424,434650.41195640014,1196398.0000154,1196398.0000154,4132622.9731465015,Oklahoma,OK,35.565342,-96.928917,"Total On/Off Site: 34183964
͏
Total On: 30288129
͏
Total Off: 3895836
͏
Total Land: 11794715
͏
Total Water: 4103844
͏
Total Air: 14389570"
951,2009,OK,30965703.385703396,1419158.3106306007,32384861.696333993,15091407.765790094,3268040.9468981,12606254.673015196,1483996.5722247001,767385.9327071001,2784505.8399999994,2784505.8399999994,1780530.6952405996,Oklahoma,OK,35.565342,-96.928917,"Total On/Off Site: 32384862
͏
Total On: 30965703
͏
Total Off: 1419158
͏
Total Land: 12606255
͏
Total Water: 3268041
͏
Total Air: 15091408"
952,2010,OK,36015187.65014451,1538269.4136405997,37553457.063785106,18973423.2647205,4140128.0506584994,12901636.3347654,1553810.1673279998,562633.9394374001,481976.99,481976.99,3192958.9871405987,Oklahoma,OK,35.565342,-96.928917,"Total On/Off Site: 37553457
͏
Total On: 36015188
͏
Total Off: 1538269
͏
Total Land: 12901636
͏
Total Water: 4140128
͏
Total Air: 18973423"
953,2011,OK,38849626.82338857,1554877.1040857006,40404503.92747426,19604512.24006659,5000172.594723299,14244941.988598602,1960706.4765041,565221.6520945001,577031.46,577031.46,3730378.4670856977,Oklahoma,OK,35.565342,-96.928917,"Total On/Off Site: 40404504
͏
Total On: 38849627
͏
Total Off: 1554877
͏
Total Land: 14244942
͏
Total Water: 5000173
͏
Total Air: 19604512"
954,2012,OK,64640583.30162947,1924583.5982578998,66565166.899887234,20485690.2115992,4274394.7508805,39880498.33914981,1264799.9869779,572901.9681719999,673713.65,673713.65,3394958.103457901,Oklahoma,OK,35.565342,-96.928917,"Total On/Off Site: 66565167
͏
Total On: 64640583
͏
Total Off: 1924584
͏
Total Land: 39880498
͏
Total Water: 4274395
͏
Total Air: 20485690"
955,2013,OK,27370770.232341025,3808643.2612173017,31179413.493558306,13665140.699834997,4512766.098781001,9192863.433725096,1778425.6502198,510556.7934403,562791.6800650001,562791.6800650001,4025164.2392173,Oklahoma,OK,35.565342,-96.928917,"Total On/Off Site: 31179413
͏
Total On: 27370770
͏
Total Off: 3808643
͏
Total Land: 9192863
͏
Total Water: 4512766
͏
Total Air: 13665141"
956,2014,OK,24827568.46667562,2416328.9561861004,27243897.42286161,13478955.631958295,3723341.830943,7625271.003774301,1271485.0073922,537278.5325000001,541225.428012,541225.428012,3551622.1315761018,Oklahoma,OK,35.565342,-96.928917,"Total On/Off Site: 27243897
͏
Total On: 24827568
͏
Total Off: 2416329
͏
Total Land: 7625271
͏
Total Water: 3723342
͏
Total Air: 13478956"
957,2015,OK,25046407.93191859,2595638.5027290997,27642046.434647594,14185176.1163036,3448829.4161691996,7412402.3994458,654746.7425358,834057.7011000001,279200.81891000003,279200.81891000003,4194706.577285501,Oklahoma,OK,35.565342,-96.928917,"Total On/Off Site: 27642046
͏
Total On: 25046408
͏
Total Off: 2595639
͏
Total Land: 7412402
͏
Total Water: 3448829
͏
Total Air: 14185176"
958,2016,OK,27681165.39669722,2625916.533554999,30307081.930252094,16262683.794883203,3629248.226910301,7789233.374903699,503009.3273144,378441.52009999997,952123.4672004,952123.4672004,4052145.7695959974,Oklahoma,OK,35.565342,-96.928917,"Total On/Off Site: 30307082
͏
Total On: 27681165
͏
Total Off: 2625917
͏
Total Land: 7789233
͏
Total Water: 3629248
͏
Total Air: 16262684"
959,2017,OK,27590102.54439511,2778576.591947299,30368679.13634241,16971972.747456692,3911278.9736912996,6706850.823247001,591537.6151382,489816.9274,393314.70029999997,393314.70029999997,3996614.649947302,Oklahoma,OK,35.565342,-96.928917,"Total On/Off Site: 30368679
͏
Total On: 27590103
͏
Total Off: 2778577
͏
Total Land: 6706851
͏
Total Water: 3911279
͏
Total Air: 16971973"
960,2018,OK,28743962.460956894,2708981.2128184997,31452943.67377539,17365827.491005097,3615681.5660981997,7762453.4038537,751865.0344536998,277034.81940000004,932107.84,932107.84,4790634.9489175,Oklahoma,OK,35.565342,-96.928917,"Total On/Off Site: 31452944
͏
Total On: 28743962
͏
Total Off: 2708981
͏
Total Land: 7762453
͏
Total Water: 3615682
͏
Total Air: 17365827"
961,2019,OK,26166691.74929289,2805440.4115313003,28972132.160824183,17375315.750703897,3801004.9097460005,4990371.088843001,525045.0277430001,94248.11910000001,457929.08999999997,457929.08999999997,3838098.6337887007,Oklahoma,OK,35.565342,-96.928917,"Total On/Off Site: 28972132
͏
Total On: 26166692
͏
Total Off: 2805440
͏
Total Land: 4990371
͏
Total Water: 3801005
͏
Total Air: 17375316"
962,1994,OR,20080434.0,2553442.0,22633876.0,19227639.0,329273.0,523522.0,0.0,42111.0,121194.0,405391.0,12831274.0,Oregon,OR,44.572021,-122.070938,"Total On/Off Site: 22633876
͏
Total On: 20080434
͏
Total Off: 2553442
͏
Total Land: 523522
͏
Total Water: 329273
͏
Total Air: 19227639"
963,1995,OR,23492475.0,2209758.0,25702233.0,18867471.0,2977485.0,1647519.0,0.0,720.0,1197644.0,1529786.0,13037318.0,Oregon,OR,44.572021,-122.070938,"Total On/Off Site: 25702233
͏
Total On: 23492475
͏
Total Off: 2209758
͏
Total Land: 1647519
͏
Total Water: 2977485
͏
Total Air: 18867471"
964,1996,OR,23875737.0,5890644.0798,29766381.079800002,17769826.0,3645019.0,2460892.0,298562.0,0.0,2054962.0,2054962.0,17431004.0798,Oregon,OR,44.572021,-122.070938,"Total On/Off Site: 29766381
͏
Total On: 23875737
͏
Total Off: 5890644
͏
Total Land: 2460892
͏
Total Water: 3645019
͏
Total Air: 17769826"
965,1997,OR,23602922.0,6605858.097999999,30208780.097999997,16680229.0,4013809.0,2908884.0,430076.0,0.0,2369657.0,2369657.0,19342998.098,Oregon,OR,44.572021,-122.070938,"Total On/Off Site: 30208780
͏
Total On: 23602922
͏
Total Off: 6605858
͏
Total Land: 2908884
͏
Total Water: 4013809
͏
Total Air: 16680229"
966,1998,OR,47543463.0,11828855.112,59372318.112,16731157.0,3693735.0,27118571.0,7952007.0,35709.0,1803326.0,1803326.0,23861667.112,Oregon,OR,44.572021,-122.070938,"Total On/Off Site: 59372318
͏
Total On: 47543463
͏
Total Off: 11828855
͏
Total Land: 27118571
͏
Total Water: 3693735
͏
Total Air: 16731157"
967,1999,OR,65048102.7,10481020.104,75529122.804,17124311.0,3432587.0,44491204.7,9974244.0,51790.0,23427.0,23427.0,22043346.104000002,Oregon,OR,44.572021,-122.070938,"Total On/Off Site: 75529123
͏
Total On: 65048103
͏
Total Off: 10481020
͏
Total Land: 44491205
͏
Total Water: 3432587
͏
Total Air: 17124311"
968,2000,OR,72843195.573915,11028367.9077694,83871563.48168448,16068210.232886694,3728105.4702079003,53046879.8708203,10377374.002746701,136408.3,15622.0,15622.0,22358506.15774,Oregon,OR,44.572021,-122.070938,"Total On/Off Site: 83871563
͏
Total On: 72843196
͏
Total Off: 11028368
͏
Total Land: 53046880
͏
Total Water: 3728105
͏
Total Air: 16068210"
969,2001,OR,36288499.79215571,9547216.663275905,45835716.45543161,13017315.899966497,2681402.4488612004,20589781.4433279,16259540.1473886,82699.10038589999,2279.56,2279.56,19681320.025105298,Oregon,OR,44.572021,-122.070938,"Total On/Off Site: 45835716
͏
Total On: 36288500
͏
Total Off: 9547217
͏
Total Land: 20589781
͏
Total Water: 2681402
͏
Total Air: 13017316"
970,2002,OR,23878171.9869311,8176535.707847,32054707.694778007,12444096.271108992,2618575.8927381006,8815499.823083997,620640.0117105,22816.300008599996,127701.0,127701.0,21661627.8714083,Oregon,OR,44.572021,-122.070938,"Total On/Off Site: 32054708
͏
Total On: 23878172
͏
Total Off: 8176536
͏
Total Land: 8815500
͏
Total Water: 2618576
͏
Total Air: 12444096"
971,2003,OR,38618032.77038017,7231783.8519688,45849816.62234899,13451621.041938804,2454322.4474741984,22712089.280967202,11729305.000551099,12840.3000086,2311.0,2311.0,19051162.608615294,Oregon,OR,44.572021,-122.070938,"Total On/Off Site: 45849817
͏
Total On: 38618033
͏
Total Off: 7231784
͏
Total Land: 22712089
͏
Total Water: 2454322
͏
Total Air: 13451621"
972,2004,OR,35370327.97019909,6472704.983630798,41843032.95383,12248690.69159659,2274865.0269801007,20846772.251622498,6778746.8012157,4131.2500064,3741.0,3741.0,11063127.555369094,Oregon,OR,44.572021,-122.070938,"Total On/Off Site: 41843033
͏
Total On: 35370328
͏
Total Off: 6472705
͏
Total Land: 20846772
͏
Total Water: 2274865
͏
Total Air: 12248691"
973,2005,OR,25917568.28276991,7577745.885920402,33495314.168690287,12917462.470055403,2254296.0115159,10745809.801198602,5597489.6409289,79.792,844.5939999999999,844.5939999999999,11242481.186630104,Oregon,OR,44.572021,-122.070938,"Total On/Off Site: 33495314
͏
Total On: 25917568
͏
Total Off: 7577746
͏
Total Land: 10745810
͏
Total Water: 2254296
͏
Total Air: 12917462"
974,2006,OR,25301888.01693081,8308370.031697304,33610258.04862814,11943042.53381969,2637646.5844789995,10721198.8986323,7145253.1710174,61747.88539999999,6598.5318800000005,6598.5318800000005,12149257.908142304,Oregon,OR,44.572021,-122.070938,"Total On/Off Site: 33610258
͏
Total On: 25301888
͏
Total Off: 8308370
͏
Total Land: 10721199
͏
Total Water: 2637647
͏
Total Air: 11943043"
975,2007,OR,23940579.444469597,8668819.196579598,32609398.641049195,10233535.669451993,2631185.1193236,11075858.655693896,4797874.9618493,44305.40279999998,11664.600800000002,11664.600800000002,12479140.022375297,Oregon,OR,44.572021,-122.070938,"Total On/Off Site: 32609399
͏
Total On: 23940579
͏
Total Off: 8668819
͏
Total Land: 11075859
͏
Total Water: 2631185
͏
Total Air: 10233536"
976,2008,OR,20129496.985693906,7397627.1192366965,27527124.104930602,8805683.376721798,2721754.0687147006,8602059.5402573,3267801.3112198003,8727.775,13459.1594324,13459.1594324,11428712.865188692,Oregon,OR,44.572021,-122.070938,"Total On/Off Site: 27527124
͏
Total On: 20129497
͏
Total Off: 7397627
͏
Total Land: 8602060
͏
Total Water: 2721754
͏
Total Air: 8805683"
977,2009,OR,14649019.055204196,5131202.330943399,19780221.386147484,6435796.616704304,2123692.3809263,6089530.0575738,1084688.4717206,5742.8995312,12965.700000000003,12965.700000000003,8040814.8925434,Oregon,OR,44.572021,-122.070938,"Total On/Off Site: 19780221
͏
Total On: 14649019
͏
Total Off: 5131202
͏
Total Land: 6089530
͏
Total Water: 2123692
͏
Total Air: 6435797"
978,2010,OR,16998706.014633205,5155641.011592599,22154347.026225597,6519254.620887704,1545018.4131996,8934432.9805458,760764.4014097998,10179.2896832,7957.701748300001,7957.701748300001,9021103.520042595,Oregon,OR,44.572021,-122.070938,"Total On/Off Site: 22154347
͏
Total On: 16998706
͏
Total Off: 5155641
͏
Total Land: 8934433
͏
Total Water: 1545018
͏
Total Air: 6519255"
979,2011,OR,20699324.438545894,6063037.5810480025,26762362.019593988,6452938.630133799,1714170.7222393001,12532215.086172806,540399.0016909,4705.884876,19811.186,19811.186,10767739.568246,Oregon,OR,44.572021,-122.070938,"Total On/Off Site: 26762362
͏
Total On: 20699324
͏
Total Off: 6063038
͏
Total Land: 12532215
͏
Total Water: 1714171
͏
Total Air: 6452939"
980,2012,OR,22504711.860085007,5778077.766716599,28282789.626801506,6683715.909055297,1199383.9362155,14621612.0148141,975156.3016569,4014.5503183999995,21934.054838800002,21934.054838800002,10652239.838116499,Oregon,OR,44.572021,-122.070938,"Total On/Off Site: 28282790
͏
Total On: 22504712
͏
Total Off: 5778078
͏
Total Land: 14621612
͏
Total Water: 1199384
͏
Total Air: 6683716"
981,2013,OR,22965796.344775993,6944985.830132498,29910782.174908597,12445929.55952241,1016127.3505276,9503739.434725903,1531790.6016979,5597.415816,22392.809212,22392.809212,12670953.622532496,Oregon,OR,44.572021,-122.070938,"Total On/Off Site: 29910782
͏
Total On: 22965796
͏
Total Off: 6944986
͏
Total Land: 9503739
͏
Total Water: 1016127
͏
Total Air: 12445930"
982,2014,OR,21855010.128727894,6924462.5106568,28779472.639384914,12404142.737927401,1178188.9339146,8272678.456886199,1550737.7013222,1242300.115708,18774.333856,18774.333856,11955198.283664793,Oregon,OR,44.572021,-122.070938,"Total On/Off Site: 28779473
͏
Total On: 21855010
͏
Total Off: 6924463
͏
Total Land: 8272678
͏
Total Water: 1178189
͏
Total Air: 12404143"
983,2015,OR,21100490.563463997,5800121.466357104,26900612.029821016,12022869.850386789,994300.3147883998,8083320.398289002,1686788.7009994,6828.8389512,21099.5463384,21099.5463384,10545037.394657103,Oregon,OR,44.572021,-122.070938,"Total On/Off Site: 26900612
͏
Total On: 21100491
͏
Total Off: 5800121
͏
Total Land: 8083320
͏
Total Water: 994300
͏
Total Air: 12022870"
984,2016,OR,21198127.80624148,5322102.598866299,26520230.405107904,11740254.547912495,820523.3559061001,8637349.902422901,2392327.0009139,7204.278748000001,19659.513761000002,19659.513761000002,8836882.897944001,Oregon,OR,44.572021,-122.070938,"Total On/Off Site: 26520230
͏
Total On: 21198128
͏
Total Off: 5322103
͏
Total Land: 8637350
͏
Total Water: 820523
͏
Total Air: 11740255"
985,2017,OR,22881093.042554602,4400138.107965998,27281231.15052061,11915131.61558069,908595.6895024003,10057365.737471592,5718205.300798599,5062.050456,22660.586217,22660.586217,8047131.215510998,Oregon,OR,44.572021,-122.070938,"Total On/Off Site: 27281231
͏
Total On: 22881093
͏
Total Off: 4400138
͏
Total Land: 10057366
͏
Total Water: 908596
͏
Total Air: 11915132"
986,2018,OR,18286163.202685513,3195929.2485349006,21482092.45122033,11031257.469009614,794367.9588097002,6460537.774866196,697446.5009303999,5661.2436776,13608.300258199999,13608.300258199999,6460841.806174897,Oregon,OR,44.572021,-122.070938,"Total On/Off Site: 21482092
͏
Total On: 18286163
͏
Total Off: 3195929
͏
Total Land: 6460538
͏
Total Water: 794368
͏
Total Air: 11031257"
987,2019,OR,14704310.174619095,4042206.4013688,18746516.575988006,11557368.884367796,774980.5373479003,2371960.7529035006,145441.8310757,4891.343901600001,9164.7779262,9164.7779262,6087797.774374803,Oregon,OR,44.572021,-122.070938,"Total On/Off Site: 18746517
͏
Total On: 14704310
͏
Total Off: 4042206
͏
Total Land: 2371961
͏
Total Water: 774981
͏
Total Air: 11557369"
988,1994,PA,53243371.0,55175497.0,108418868.0,50547420.0,848327.0,1847624.0,0.0,473103.0,386351.0,1367203.0,63153230.0,Pennsylvania,PA,40.590752,-77.209755,"Total On/Off Site: 108418868
͏
Total On: 53243371
͏
Total Off: 55175497
͏
Total Land: 1847624
͏
Total Water: 848327
͏
Total Air: 50547420"
989,1995,PA,74471089.0,58681565.0,133152654.0,48440726.0,24536263.0,1494100.0,6914.0,373967.0,54982.0,1103162.0,67520325.0,Pennsylvania,PA,40.590752,-77.209755,"Total On/Off Site: 133152654
͏
Total On: 74471089
͏
Total Off: 58681565
͏
Total Land: 1494100
͏
Total Water: 24536263
͏
Total Air: 48440726"
990,1996,PA,71908771.0,52066721.0,123975492.0,43046120.0,26608244.0,2254407.0,483294.0,429623.0,1066983.0,1066983.0,61105116.0,Pennsylvania,PA,40.590752,-77.209755,"Total On/Off Site: 123975492
͏
Total On: 71908771
͏
Total Off: 52066721
͏
Total Land: 2254407
͏
Total Water: 26608244
͏
Total Air: 43046120"
991,1997,PA,86147687.5,63799547.0,149947234.5,41519220.0,42992656.0,1635811.5,286786.0,115423.0,1016540.5,1016540.5,71814081.0,Pennsylvania,PA,40.590752,-77.209755,"Total On/Off Site: 149947234
͏
Total On: 86147688
͏
Total Off: 63799547
͏
Total Land: 1635812
͏
Total Water: 42992656
͏
Total Air: 41519220"
992,1998,PA,159416984.0,69427458.0,228844442.0,97266544.0,50035415.0,12115025.0,6486316.0,3296764.0,537120.0,537120.0,76220981.0,Pennsylvania,PA,40.590752,-77.209755,"Total On/Off Site: 228844442
͏
Total On: 159416984
͏
Total Off: 69427458
͏
Total Land: 12115025
͏
Total Water: 50035415
͏
Total Air: 97266544"
993,1999,PA,175769729.8625,62954546.0,238724275.8625,110782533.36250001,50730880.0,14256316.5,6276778.0,2500250.0,3526484.5,3526484.5,70734622.0,Pennsylvania,PA,40.590752,-77.209755,"Total On/Off Site: 238724276
͏
Total On: 175769730
͏
Total Off: 62954546
͏
Total Land: 14256316
͏
Total Water: 50730880
͏
Total Air: 110782533"
994,2000,PA,165177236.04877052,74161008.43037766,239338244.4791482,105168681.46677522,45314670.35449569,14693884.227499602,7031763.4000357,2572002.5219801,4110598.3000000003,4110598.3000000003,81262584.62586147,Pennsylvania,PA,40.590752,-77.209755,"Total On/Off Site: 239338244
͏
Total On: 165177236
͏
Total Off: 74161008
͏
Total Land: 14693884
͏
Total Water: 45314670
͏
Total Air: 105168681"
995,2001,PA,121255899.36286141,66336241.862016365,187592141.22487763,89542251.8532545,19105481.8564576,12608165.653149301,6390600.0562233,2419125.8098697998,3192435.1859999998,3192435.1859999998,73164521.19781257,Pennsylvania,PA,40.590752,-77.209755,"Total On/Off Site: 187592141
͏
Total On: 121255899
͏
Total Off: 66336242
͏
Total Land: 12608166
͏
Total Water: 19105482
͏
Total Air: 89542252"
996,2002,PA,111454597.56921804,59083475.8932192,170538073.46243703,89632327.96117792,9781517.193886397,12040752.414153902,5535189.6815209,3197530.0077455,2651529.6399999997,2651529.6399999997,62218920.67619382,Pennsylvania,PA,40.590752,-77.209755,"Total On/Off Site: 170538073
͏
Total On: 111454598
͏
Total Off: 59083476
͏
Total Land: 12040752
͏
Total Water: 9781517
͏
Total Air: 89632328"
997,2003,PA,114756747.77622716,53638515.7807733,168395263.55700028,91369271.03018978,10040898.656691598,13346578.0893459,5712681.123331799,2099112.4060040005,5511029.955,5511029.955,56865508.4466595,Pennsylvania,PA,40.590752,-77.209755,"Total On/Off Site: 168395264
͏
Total On: 114756748
͏
Total Off: 53638516
͏
Total Land: 13346578
͏
Total Water: 10040899
͏
Total Air: 91369271"
998,2004,PA,112903237.68078077,52247431.644056305,165150669.3248371,88125724.57658276,12511067.713182293,12266445.391015997,5726662.330035499,1741779.3864435002,4736310.945590001,4736310.945590001,55242977.554054625,Pennsylvania,PA,40.590752,-77.209755,"Total On/Off Site: 165150669
͏
Total On: 112903238
͏
Total Off: 52247432
͏
Total Land: 12266445
͏
Total Water: 12511068
͏
Total Air: 88125725"
999,2005,PA,110867919.5428721,51443611.319437385,162311530.86230937,85814804.0531192,12612058.836066194,12441056.6536868,6013289.3000278,1264629.0752835998,5127325.206590001,5127325.206590001,55604909.82143321,Pennsylvania,PA,40.590752,-77.209755,"Total On/Off Site: 162311531
͏
Total On: 110867920
͏
Total Off: 51443611
͏
Total Land: 12441057
͏
Total Water: 12612059
͏
Total Air: 85814804"
1000,2006,PA,103900230.18862005,55074641.58786097,158974871.7764806,79871407.70178713,11932874.616786296,12095947.870046603,6708461.6800355,756821.3847570999,4588836.296590001,4588836.296590001,58623652.409792386,Pennsylvania,PA,40.590752,-77.209755,"Total On/Off Site: 158974872
͏
Total On: 103900230
͏
Total Off: 55074642
͏
Total Land: 12095948
͏
Total Water: 11932875
͏
Total Air: 79871408"
1001,2007,PA,100438230.05129941,64340307.56202563,164778537.613325,79715332.14378335,10716072.790483497,10006825.117032703,4972542.760039002,740426.5050517,4269679.445590001,4269679.445590001,66456162.39126654,Pennsylvania,PA,40.590752,-77.209755,"Total On/Off Site: 164778538
͏
Total On: 100438230
͏
Total Off: 64340308
͏
Total Land: 10006825
͏
Total Water: 10716073
͏
Total Air: 79715332"
1002,2008,PA,96869056.62107767,55368842.43203063,152237899.0531084,74314958.74029282,10754291.634669889,11799806.246115098,6972241.330027598,549080.4271842,4250784.71559,4250784.71559,63898994.12505204,Pennsylvania,PA,40.590752,-77.209755,"Total On/Off Site: 152237899
͏
Total On: 96869057
͏
Total Off: 55368842
͏
Total Land: 11799806
͏
Total Water: 10754292
͏
Total Air: 74314959"
1003,2009,PA,72874279.44452538,49717734.1102852,122592013.55481058,52664740.73943653,8860834.6092084,11348704.095880497,6043290.7200026,1162106.7260294002,3950788.613444499,3950788.613444499,53266223.355499335,Pennsylvania,PA,40.590752,-77.209755,"Total On/Off Site: 122592014
͏
Total On: 72874279
͏
Total Off: 49717734
͏
Total Land: 11348704
͏
Total Water: 8860835
͏
Total Air: 52664741"
1004,2010,PA,63775150.33865354,49501733.39236695,113276883.73102051,39895877.572352976,10117845.789100097,13761426.9772007,6717729.904000002,3840365.2001795,2939334.8563999995,2939334.8563999995,52766193.026237585,Pennsylvania,PA,40.590752,-77.209755,"Total On/Off Site: 113276884
͏
Total On: 63775150
͏
Total Off: 49501733
͏
Total Land: 13761427
͏
Total Water: 10117846
͏
Total Air: 39895878"
1005,2011,PA,55180556.32887925,47190614.73579142,102371171.0646703,34414988.69545592,10074794.745755592,10690772.887667594,6297942.6900221,1553895.8000732,2537732.22,2537732.22,50658540.015119925,Pennsylvania,PA,40.590752,-77.209755,"Total On/Off Site: 102371171
͏
Total On: 55180556
͏
Total Off: 47190615
͏
Total Land: 10690773
͏
Total Water: 10074795
͏
Total Air: 34414989"
1006,2012,PA,51405289.222533874,47954502.15093052,99359791.37346455,28456646.563824188,10502804.325238192,12445838.3334714,8219265.7000214,1139015.7600542002,2725376.525000001,2725376.525000001,52169350.995035484,Pennsylvania,PA,40.590752,-77.209755,"Total On/Off Site: 99359791
͏
Total On: 51405289
͏
Total Off: 47954502
͏
Total Land: 12445838
͏
Total Water: 10502804
͏
Total Air: 28456647"
1007,2013,PA,49436103.285063185,46994745.93483981,96430849.21990304,28882147.96527638,7623415.9526387025,12930539.367148196,8355172.060024899,1128543.0300318,3070105.875,3070105.875,53271387.97673771,Pennsylvania,PA,40.590752,-77.209755,"Total On/Off Site: 96430849
͏
Total On: 49436103
͏
Total Off: 46994746
͏
Total Land: 12930539
͏
Total Water: 7623416
͏
Total Air: 28882148"
1008,2014,PA,47504140.106864534,40176315.338036485,87680455.4449012,28245312.799216293,8218202.624268595,11040624.683379596,7820436.7700236,1224912.379,1679396.4759,1679396.4759,44767147.49077058,Pennsylvania,PA,40.590752,-77.209755,"Total On/Off Site: 87680455
͏
Total On: 47504140
͏
Total Off: 40176315
͏
Total Land: 11040625
͏
Total Water: 8218203
͏
Total Air: 28245313"
1009,2015,PA,38652072.07474239,29151636.385501694,67803708.46024403,22455274.333064597,6769439.995223197,9427357.746454498,8154560.660023999,457420.7106522,418491.17520329996,418491.17520329996,31048531.312472492,Pennsylvania,PA,40.590752,-77.209755,"Total On/Off Site: 67803708
͏
Total On: 38652072
͏
Total Off: 29151636
͏
Total Land: 9427358
͏
Total Water: 6769440
͏
Total Air: 22455274"
1010,2016,PA,33766559.50684029,23201845.827796564,56968405.33463708,15804924.059845772,5951251.935993797,12010383.5110008,9945982.850026501,1357066.7122320002,291448.3144869,291448.3144869,24677885.162142072,Pennsylvania,PA,40.590752,-77.209755,"Total On/Off Site: 56968405
͏
Total On: 33766560
͏
Total Off: 23201846
͏
Total Land: 12010384
͏
Total Water: 5951252
͏
Total Air: 15804924"
