,REPORTING_YEAR,STATE_ABBR,TOTAL_ON_SITE_RELEASE,TOTAL_OFF_SITE_RELEASE,TOTAL_ON_OFF_SITE_RELEASE,AIR_TOTAL_RELEASE,WATER_TOTAL_RELEASE,LAND_TOTAL_RELEASE,OTH_LANDF_TOT_REL,SURF_IMP_TOT_REL,OTH_DISP_TOT_REL,OTHER_LAND_RELEASE,TOT_ALL_OTH_CATEGS,State,State_Abbr,Latitude,Longitude
840,2002,NM,11968469.250911396,4099061.9100000006,16067531.1609114,975560.5119114001,68888.5,10924020.239,4296892.409,1455640.91,4837370.5,4837370.5,4686238.620000001,New Mexico,NM,34.840515,-106.248482
841,2003,NM,19224559.761226002,5125318.223700001,24349877.984925997,952837.6642260001,62116.189999999995,18209605.906999998,5296008.1,1290285.2200000002,11090676.637,11090676.637,5973772.4537,New Mexico,NM,34.840515,-106.248482
842,2004,NM,11017572.403733402,5429177.772094599,16446750.175827999,1064965.7417333997,72316.15000000001,9880290.512,5505606.82,1243935.4300000002,2382734.962,2382734.962,6580381.382094598,New Mexico,NM,34.840515,-106.248482
843,2005,NM,13407985.387026103,5328791.96997,18736777.356996097,997524.6230261002,58395.600000000006,12352065.164,5316460.119999999,311644.928,6016719.305999999,6016719.305999999,6277919.159969999,New Mexico,NM,34.840515,-106.248482
844,2006,NM,23634287.474498294,5697445.210700001,29331732.685198292,1265647.8114983,57033.770000000004,22311605.893,5657879.92,556182.28,14629086.39,14629086.39,7338896.113700001,New Mexico,NM,34.840515,-106.248482
845,2007,NM,18072523.44201969,5531029.920000001,23603553.3620197,1060286.1020197,58885.88,16953351.46,5704174.53,1503081.16,8098029.07,8098029.07,7396286.36,New Mexico,NM,34.840515,-106.248482
846,2008,NM,18254887.82528,4312359.03,22567246.85528,1222968.8142800003,53744.53,16978174.481,3836177.9,1276756.211,10843989.370000001,10843989.370000001,5586085.420000001,New Mexico,NM,34.840515,-106.248482
847,2009,NM,14747721.816841098,4378807.859,19126529.675841097,1208283.1918410996,38360.765,13501077.86,6273951.04,1025858.7700000001,4581213.05,4581213.05,6440006.124999999,New Mexico,NM,34.840515,-106.248482
848,2010,NM,11949409.578306198,3674336.4392680996,15623746.017574398,1063852.79629,50801.062,10834755.7200162,5181437.38,1091889.1700162,3317196.17,3317196.17,5707358.190136302,New Mexico,NM,34.840515,-106.248482
849,2011,NM,13959761.488988696,4136784.5555525995,18096546.0445412,962744.4109719003,46757.858,12950259.2200168,5567133.640000001,1181555.6000168002,4707638.98,4707638.98,6697952.055509101,New Mexico,NM,34.840515,-106.248482
850,2012,NM,23923939.5297385,3644957.2051019995,27568896.7348405,929137.1957216999,39784.384,22955017.950016797,4849435.92,1291583.7000168,10730206.33,10730206.33,11017175.3550039,New Mexico,NM,34.840515,-106.248482
851,2013,NM,22033639.4381489,3912151.3397458997,25945790.777894806,1131215.8141332997,48761.193999999996,20853662.4300156,4728454.52,1325638.9100155998,10455369.0,10455369.0,9079944.4393867,New Mexico,NM,34.840515,-106.248482
852,2014,NM,19618331.3280051,3989122.7913479004,23607454.119352996,771793.2899897002,35625.228,18810912.8100155,4784408.9399999995,695104.9700155001,8714292.899999999,8714292.899999999,9441471.7909534,New Mexico,NM,34.840515,-106.248482
853,2015,NM,19522962.0434656,3351133.9982527,22874096.0417183,716789.1444480998,145451.46000000002,18660721.4390174,4378982.99,630160.0490174,7137108.0,7137108.0,10435688.9080062,New Mexico,NM,34.840515,-106.248482
854,2016,NM,16336806.762556398,3317083.015076601,19653889.777632996,933379.5940382999,142069.157,15261358.011518098,3821965.5999999996,1286005.2815181,2377192.23,2377192.23,11311451.214225892,New Mexico,NM,34.840515,-106.248482
855,2017,NM,15051262.858887495,3038095.4965941,18089358.355481595,947665.8008720997,153212.11800000002,13950384.940015398,3688327.9799999995,965266.5000154,2809194.1999999997,2809194.1999999997,9820057.976323599,New Mexico,NM,34.840515,-106.248482
856,2018,NM,15696107.683103891,1182461.4946274,16878569.177731197,938985.3110922001,132228.039,14624894.333011694,2024135.87,1050194.9100117,2399020.4,2399020.4,10698536.778544,New Mexico,NM,34.840515,-106.248482
857,2019,NM,15192259.361874498,1435211.8393605,16627471.2012351,887142.8589638999,141697.34489999997,14163419.1580106,2236071.39,820953.7000105999,3245741.95,3245741.95,9606657.257359998,New Mexico,NM,34.840515,-106.248482
858,1994,NV,3570278.0,68512.0,3638790.0,1268354.0,0.0,2301924.0,0.0,34600.0,896.0,2267324.0,77808.0,Nevada,NV,38.313515,-117.055374
859,1995,NV,3876107.0,77070.0,3953177.0,1661366.0,0.0,2214741.0,0.0,43805.0,6860.0,2170936.0,84605.0,Nevada,NV,38.313515,-117.055374
860,1996,NV,3755159.0,78827.0,3833986.0,1420895.0,0.0,2334264.0,2210960.0,120005.0,499.0,499.0,100339.0,Nevada,NV,38.313515,-117.055374
861,1997,NV,4458058.0,26957.0,4485015.0,1736003.0,0.0,2722055.0,2541050.0,181005.0,0.0,0.0,36373.0,Nevada,NV,38.313515,-117.055374
862,1998,NV,1319019725.0,343921.0,1319363646.0,4376279.0,241540.0,1314401906.0,3962435.0,448717517.0,860397712.0,860397712.0,391500.0,Nevada,NV,38.313515,-117.055374
863,1999,NV,1174603668.0,711886.0,1175315554.0,4771286.0,136447.0,1169695935.0,3483683.0,282857739.0,881296727.0,881296727.0,743508.0,Nevada,NV,38.313515,-117.055374
864,2000,NV,1005918693.6150795,2464095.7112000003,1008382789.3262795,3329275.9550794,121819.0,1002467598.66,2975865.0999999996,176498702.06,821660965.1999999,821660965.1999999,3232942.0112000005,Nevada,NV,38.313515,-117.055374
865,2001,NV,780807374.8341277,2449865.241,783257240.0751278,2731790.3341277,82860.0,777992724.5,1760315.4999999998,183234367.09999996,589006706.6999999,589006706.6999999,2467222.701,Nevada,NV,38.313515,-117.055374
866,2002,NV,463437702.82271373,1978773.502,465416476.3247138,2058981.3958137003,92931.1,461285790.32689995,2819086.8400000003,173781108.0,279806019.9869,279806019.9869,1995726.202,Nevada,NV,38.313515,-117.055374
867,2003,NV,402582761.5000348,823830.2919999999,403406591.7920348,1829711.1700217,102551.1,400650499.23001313,2606309.5,188509053.2,179763685.28,179763685.28,2540756.992,Nevada,NV,38.313515,-117.055374
868,2004,NV,268067474.50913963,1333086.9000000001,269400561.4091397,1789374.9401397002,80890.3,266197209.26900002,3209498.900000001,152258473.63,99465459.419,99465459.419,2096994.82,Nevada,NV,38.313515,-117.055374
869,2005,NV,326097315.27864534,1436369.5289809995,327533684.80762625,2246815.7384257,110556.1,323739943.4402197,2659224.1000000006,191974448.012,121791544.82499999,121791544.82499999,1484152.7549809995,Nevada,NV,38.313515,-117.055374
870,2006,NV,217595543.03040463,1477499.6515600001,219073042.68196458,1794988.9628046004,191653.16460000005,215608900.903,1460949.17,160474338.7172,45896550.78779999,45896550.78779999,1476302.6209000002,Nevada,NV,38.313515,-117.055374
871,2007,NV,199638668.64312398,2948573.1130000004,202587241.75612396,1715826.8355239995,143.6026,197922698.20499998,1973528.9,143121734.08500004,49396749.03999999,49396749.03999999,2969798.553000001,Nevada,NV,38.313515,-117.055374
872,2008,NV,205872572.05980986,1877644.4765120007,207750216.53632185,1580341.8781948998,160.4026,204292069.77901495,1453668.2000000004,108322624.2,91238805.99200001,91238805.99200001,1907083.9752520004,Nevada,NV,38.313515,-117.055374
873,2009,NV,240681919.34335703,1781980.0645000006,242463899.407857,1682710.5773570004,971.6,238998237.16599995,1778987.3199999998,187943709.09,46640050.046000004,46640050.046000004,1795487.9100000001,Nevada,NV,38.313515,-117.055374
874,2010,NV,386951721.8395951,2059385.1622840003,389011107.0018791,1364703.6995952995,1024.6,385585993.53999996,1853586.34,164742447.39999998,215466507.5000001,215466507.5000001,2067179.0815340006,Nevada,NV,38.313515,-117.055374
875,2011,NV,532698776.07946944,3072171.1950000003,535770947.2744695,1316067.745469301,5643.1,531377065.23400015,1247545.2200000004,160204399.698,365031364.4759999,365031364.4759999,3111125.5730000003,Nevada,NV,38.313515,-117.055374
876,2012,NV,280830915.85801363,4256808.515899999,285087724.37391376,1316862.7965136005,4018.22,279510034.84150004,4410226.83,160092571.27049997,111490569.40799999,111490569.40799999,4271243.5189,Nevada,NV,38.313515,-117.055374
877,2013,NV,366389911.4740708,4514165.004000001,370904076.47807074,1278495.8040705996,4775.8,365106639.8699999,607008.36,230755777.73999995,129258782.29999995,129258782.29999995,4552057.164000003,Nevada,NV,38.313515,-117.055374
878,2014,NV,282007586.09451854,4694343.5581,286701929.6526186,1540135.0508184999,3703.0,280463748.0437,1037082.7,204000095.91069996,70732201.05299999,70732201.05299999,4819728.362499999,Nevada,NV,38.313515,-117.055374
879,2015,NV,318513999.5210951,5007725.055783999,323521724.57687914,1606398.3097851991,3173.1,316904428.11131,457557.65,186500293.44131002,125602466.64,125602466.64,5035139.9979840005,Nevada,NV,38.313515,-117.055374
880,2016,NV,304923265.6541991,7848102.222699998,312771367.8768992,1646645.8310571006,11475.1,303265144.7231419,3396877.8999999994,228156175.58140004,61762016.90999999,61762016.90999999,7752008.082699998,Nevada,NV,38.313515,-117.055374
881,2017,NV,392619990.5654303,4976276.0269,397596266.59233004,701334.3440303999,43575.3,391875080.9214,5272027.97,254274262.83140004,121393575.25999998,121393575.25999998,4970816.416900001,Nevada,NV,38.313515,-117.055374
882,2018,NV,333877767.2615638,3749915.5030540987,337627682.764618,806461.1107639,26536.4,333044769.7508001,2211963.7800000007,216868733.90079996,101566674.57,101566674.57,3824740.973054099,Nevada,NV,38.313515,-117.055374
883,2019,NV,332618676.5858769,4018729.726317899,336637406.3121947,776713.9260763999,1063.3,331840899.3598005,2562834.86,154886875.47079995,165063982.27900004,165063982.27900004,4100629.826317899,Nevada,NV,38.313515,-117.055374
884,1994,NY,35766854.0,7649241.0,43416095.0,33229001.0,869116.0,1668737.0,0.0,21374.0,42695.0,1628923.0,13542418.0,New York,NY,42.165726,-74.948051
885,1995,NY,41089758.0,5449454.0,46539212.0,30488836.0,9383226.0,1217696.0,0.0,5997.0,37985.0,1190242.0,14541056.0,New York,NY,42.165726,-74.948051
886,1996,NY,36587511.0,5316770.0,41904281.0,27409729.0,8026586.0,1151196.0,89037.0,9245.0,68981.0,68981.0,13399482.0,New York,NY,42.165726,-74.948051
887,1997,NY,34571449.0,8621587.0,43193036.0,25086295.0,8156046.0,1329108.0,256250.0,6390.0,49463.0,49463.0,19708200.0,New York,NY,42.165726,-74.948051
888,1998,NY,67720160.5,6369896.4,74090056.9,38627636.5,11594736.0,17497788.0,2099996.0,9097038.0,28978.0,28978.0,15790411.6,New York,NY,42.165726,-74.948051
889,1999,NY,62218944.5,10063418.0,72282362.5,36686047.5,9835262.0,15697635.0,1649112.0,7760044.0,62007.0,62007.0,20424374.0,New York,NY,42.165726,-74.948051
890,2000,NY,50728541.4909046,8213928.2199177025,58942469.710822225,33440903.600435507,8933695.702337801,8353942.188131301,2313994.7215755,32760.2102404,30552.2563154,30552.2563154,19680020.8929072,New York,NY,42.165726,-74.948051
891,2001,NY,44177599.09884941,5348160.473511897,49525759.572361395,29793124.830006197,6447700.9614732,7936773.3073702,2885611.4501600997,12508.5000002,194884.1702033,194884.1702033,12244210.326175194,New York,NY,42.165726,-74.948051
892,2002,NY,40260559.26703765,4887681.722797498,45148240.98983505,28253116.3004398,6184430.462440998,5823012.504156999,1823549.7301569998,16.9,306309.1,306309.1,11496403.555885598,New York,NY,42.165726,-74.948051
893,2003,NY,38834676.826884896,5283797.559857298,44118474.38674226,26805848.549788903,7539070.656104597,4489757.620991401,1147985.6801558998,257.35,398652.41000000003,398652.41000000003,11143663.503384704,New York,NY,42.165726,-74.948051
894,2004,NY,35450234.081522025,6954651.492717703,42404885.5742393,22525230.1697235,8946111.281626502,3978892.6301720003,1299801.900172,41.22,258835.83,258835.83,11611466.420835903,New York,NY,42.165726,-74.948051
895,2005,NY,32986880.6202858,9172328.162500497,42159208.78278628,19774939.56895171,9856079.281253101,3355861.7700810004,1138722.1701584999,27.860000000000003,300871.72000000003,300871.72000000003,13451757.088563297,New York,NY,42.165726,-74.948051
896,2006,NY,29228039.474365395,5977253.5123997,35205292.9867651,16007230.666641992,8166288.657551503,5054520.150172001,1306913.390172,843353.38,924699.28,924699.28,10308135.6846729,New York,NY,42.165726,-74.948051
897,2007,NY,28605033.35927829,6335128.673898397,34940162.033176586,14875961.3059966,6392023.2065665005,7337048.846715201,1297344.2802152,2954710.8561,1514285.4104000002,1514285.4104000002,11455570.45612519,New York,NY,42.165726,-74.948051
898,2008,NY,24849751.559704892,6645804.338309399,31495555.898014475,11590231.3023567,7034351.285206394,6225168.972141998,701934.5301279,3120803.763,1119545.5649999997,1119545.5649999997,12914203.993234599,New York,NY,42.165726,-74.948051
899,2009,NY,18178588.62549891,4022631.8188882964,22201220.444387145,8918886.958468892,7687935.488012099,1571766.1790179,629102.8700765,2516.507,181639.19700000001,181639.19700000001,9933901.878043104,New York,NY,42.165726,-74.948051
900,2010,NY,16138979.811822286,5779267.616350098,21918247.428172518,8422932.1347679,6212282.1907191025,1503765.4863354003,926293.9500794,3187.1859999999992,208358.35,208358.35,13173889.170389388,New York,NY,42.165726,-74.948051
901,2011,NY,13876166.723017791,5372203.2223192975,19248369.945336998,7762776.732712491,4991272.498712497,1122117.4915927998,468579.40008860006,3734.687,223703.4,223703.4,12285445.610160599,New York,NY,42.165726,-74.948051
902,2012,NY,13918246.355348704,4184582.7248191014,18102829.080167804,6846226.009710498,5345879.1257291,1726141.2199092999,242788.69008450003,8177.339,191668.69,191668.69,9400629.761225494,New York,NY,42.165726,-74.948051
903,2013,NY,13439550.565048685,3614723.8104197998,17054274.37546868,6607479.838782901,5982724.114536198,849346.6117296997,220343.4302234,14515.65,233441.440011,233441.440011,9799886.204957295,New York,NY,42.165726,-74.948051
904,2014,NY,17812784.83339768,4578568.792245299,22391353.6256429,6637215.4254561,6526961.125764296,4648608.282177401,4091028.4318101,18215.463,218631.18600810005,218631.18600810005,10113870.401642092,New York,NY,42.165726,-74.948051
905,2015,NY,19721225.4261973,5765337.0763589,25486562.50255612,5478278.9371595,5997186.931027498,8245759.558010302,7952387.9916833,16291.1750243,141970.40024450002,141970.40024450002,17553606.712687906,New York,NY,42.165726,-74.948051
906,2016,NY,15780422.26585251,4909990.347981707,20690412.61383417,4833800.524401795,5976636.042366501,4969985.6990842,4597564.3117457,19170.226738499994,288560.16060000006,288560.16060000006,9080159.399811694,New York,NY,42.165726,-74.948051
907,2017,NY,17638875.398704085,4301907.881186096,21940783.279890228,4451807.822795099,5064036.664057001,8123030.911852096,7804325.2216822,22609.540160299995,210678.3800096,210678.3800096,9910620.449708804,New York,NY,42.165726,-74.948051
908,2018,NY,14156717.445924602,5564098.411288299,19720815.85721277,4305583.5296129985,4071630.1144097,5779503.801902001,3620408.4617922003,1843670.5501007,255781.2500091,255781.2500091,11129071.0309543,New York,NY,42.165726,-74.948051
909,2019,NY,11583170.73854031,7262544.706270904,18845715.44481111,4386297.263536897,4602780.469421497,2594093.0055818986,886784.4615692999,1408401.464002399,255871.97001020002,255871.97001020002,12120152.490348194,New York,NY,42.165726,-74.948051
910,1994,OH,117267977.0,31536540.0,148804517.0,79735202.0,1188956.0,36343819.0,0.0,12288773.0,84210.0,9548493.0,55138247.0,Ohio,OH,40.388783,-82.764915
911,1995,OH,126871429.0,32104776.0,158976205.0,75017613.0,8948782.0,42905034.0,723200.0,21424928.0,63583.0,6286860.0,64496771.0,Ohio,OH,40.388783,-82.764915
912,1996,OH,126373707.0,36494589.0,162868296.0,73111108.0,9509930.0,43752669.0,7936225.0,21399044.0,382672.0,382672.0,68295015.0,Ohio,OH,40.388783,-82.764915
913,1997,OH,143245367.0,47284460.0,190529827.0,69334715.0,34476503.0,39434149.0,7067547.0,20517750.0,253375.0,253375.0,77392383.0,Ohio,OH,40.388783,-82.764915
914,1998,OH,297931186.08,60032779.61,357963965.69,162331976.07999998,9668081.0,125931129.0,24660887.0,18891509.0,663947.0,663947.0,106559135.61,Ohio,OH,40.388783,-82.764915
915,1999,OH,259198818.38,61533796.59,320732614.97,150482070.38,10245899.0,98470849.0,13689428.0,18058055.0,503056.0,503056.0,108312535.59,Ohio,OH,40.388783,-82.764915
916,2000,OH,264738354.71788895,61516785.52673018,326255140.2446189,145384475.66113314,11514803.3500968,107839075.706659,11437000.38718,18880436.4003969,297393.0561255,297393.0561255,114181861.49295548,Ohio,OH,40.388783,-82.764915
917,2001,OH,229792103.7016131,65841083.39009915,295633187.09171236,121770874.30874796,10007092.606565898,98014136.78629929,9521696.073530998,12928743.725,349839.15,349839.15,116151281.86774194,Ohio,OH,40.388783,-82.764915
918,2002,OH,240360875.9412801,54080885.32677896,294441761.2680591,133974293.2732094,8962814.199178502,97423768.4688923,8893549.4129931,12765901.715000002,375503.8654684001,375503.8654684001,100044500.60647428,Ohio,OH,40.388783,-82.764915
919,2003,OH,236905851.0279833,52829300.316607825,289735151.3445908,132110270.28746128,8041827.923728301,96753752.81679401,16586675.897432998,12792467.321999999,315445.9965268,315445.9965268,99136511.81877199,Ohio,OH,40.388783,-82.764915
920,2004,OH,207076492.74482226,53411918.182823874,260488410.92764586,126661424.24443018,8041712.519840995,72373355.98055092,8344010.332097499,12859419.06,237405.1866371,237405.1866371,94962032.94214481,Ohio,OH,40.388783,-82.764915
921,2005,OH,220580369.2943436,62933605.28715413,283513974.58149725,126456047.95937274,6991520.056869099,87132801.27810188,13857947.457374802,12740232.17,289445.9365489,289445.9365489,107545451.60567352,Ohio,OH,40.388783,-82.764915
922,2006,OH,230460820.49429888,72668763.06163786,303129583.55593675,119857315.37692834,8405157.427084602,102198347.690286,12964180.753697803,12127714.18,241777.7465268,241777.7465268,112436252.52124573,Ohio,OH,40.388783,-82.764915
923,2007,OH,221409789.5138314,64847555.689366855,286257345.2031977,115464394.38762063,9355389.283825094,96590005.84238581,16431762.3218638,12674108.759999998,271107.73839450005,271107.73839450005,105012390.1110142,Ohio,OH,40.388783,-82.764915
924,2008,OH,181020608.39192152,53325280.94004286,234345889.3319648,90280757.16252589,8531975.3069533,82207875.92244247,17290556.636069,11601359.899999999,444801.0163735,444801.0163735,94137224.53355706,Ohio,OH,40.388783,-82.764915
925,2009,OH,130776551.24230944,31095169.13011731,161871720.37242645,75577069.58561175,6149626.5985822,49049855.05811541,10805267.702205999,10391023.759999998,157569.45590940007,157569.45590940007,59602837.290333815,Ohio,OH,40.388783,-82.764915
926,2010,OH,121453641.68618712,37689324.730023116,159142966.41620973,64656013.747969545,9196141.865173498,47601486.0730438,16346882.841441203,9574559.850000001,219158.29643859997,219158.29643859997,75032617.55841006,Ohio,OH,40.388783,-82.764915
927,2011,OH,112673581.06118564,38785000.473446384,151458581.53463197,58985508.265194,8766365.310548995,44921707.4854423,15934129.871599399,8919844.740000002,407587.5062843,407587.5062843,77286517.79992916,Ohio,OH,40.388783,-82.764915
928,2012,OH,92588431.78570832,31596336.506547228,124184768.29225564,48394474.29991511,7560680.049198403,36633277.43659469,13970843.1816413,6281769.510000001,325704.25640990003,325704.25640990003,68950372.88470359,Ohio,OH,40.388783,-82.764915
929,2013,OH,96875649.62822534,30542829.045486677,127418478.67371178,47629111.133085705,6614784.925115197,42631753.57002448,15991776.606794098,7414111.485199998,363319.7280304,363319.7280304,66758674.07090517,Ohio,OH,40.388783,-82.764915
930,2014,OH,91419771.93922336,30689913.604454156,122109685.54367736,46607328.23500607,6939206.5614845,37873237.1427327,13024265.520710798,7493950.460000001,368736.3620219,368736.3620219,63694362.798740685,Ohio,OH,40.388783,-82.764915
931,2015,OH,80338168.22594671,29520031.89530714,109858200.1212537,37562361.03590069,7546318.838557999,35229488.3514879,11731554.3865002,5697028.22,302532.70881250006,302532.70881250006,62248178.80150621,Ohio,OH,40.388783,-82.764915
932,2016,OH,75808622.39069846,26799459.408084776,102608081.7987833,32968328.36894985,6982250.745133097,35858043.276615694,10722930.3937043,4567538.18,508941.89443489996,508941.89443489996,63482384.75611571,Ohio,OH,40.388783,-82.764915
933,2017,OH,89327377.16340742,27808624.891335014,117136002.0547427,36118582.846080095,6887746.4836454,46321047.833681785,21219754.960099295,4998670.22,317057.65358249994,317057.65358249994,62664348.56153173,Ohio,OH,40.388783,-82.764915
934,2018,OH,87420741.52640992,29897520.06718378,117318261.5935932,36780546.4764211,6835443.082615999,43804751.96737269,14683505.086267903,3665954.1,149308.36897730004,149308.36897730004,63762897.50502311,Ohio,OH,40.388783,-82.764915
935,2019,OH,76615898.48122387,30251622.203954317,106867520.6851783,35050444.94390127,8329181.056648296,33236272.480674304,12343335.585244,3012033.2700000005,62507.515430300016,62507.515430300016,59658231.27638518,Ohio,OH,40.388783,-82.764915
936,1994,OK,20170006.0,5367772.0,25537778.0,18256393.0,280991.0,1632622.0,0.0,1851.0,118934.0,496751.0,6638045.0,Oklahoma,OK,35.565342,-96.928917
937,1995,OK,28560986.0,3592972.0,32153958.0,24150283.0,2309535.0,2101168.0,0.0,7840.0,136798.0,681933.0,5325608.0,Oklahoma,OK,35.565342,-96.928917
938,1996,OK,24486749.0,3565286.0,28052035.0,21508953.0,1775250.0,1202546.0,57673.0,2377.0,43393.0,43393.0,5261076.0,Oklahoma,OK,35.565342,-96.928917
939,1997,OK,24064579.0,3212552.0,27277131.0,18885663.0,2545027.0,2633889.0,68974.0,1434.0,86761.0,86761.0,5890082.0,Oklahoma,OK,35.565342,-96.928917
940,1998,OK,36421535.2,4596396.0,41017931.2,20448597.2,2308915.0,13664023.0,1867259.0,89578.0,46991.0,46991.0,9729975.0,Oklahoma,OK,35.565342,-96.928917
941,1999,OK,33218831.2,4504881.0,37723712.2,18616730.2,3063944.0,11538157.0,1966927.0,290310.0,353705.0,353705.0,8332862.0,Oklahoma,OK,35.565342,-96.928917
